Population,Family.Unique,Block.ID,HabitatType,Region,No.Days.to.Germ,Dist.from.cg.km,Germination.Y.N,Survival.Y.N,Survival.Y.N.2017,Flower.Y.N.2016,Flower.Y.N.2017,No.Flowers.2016,Total.Flowers.2017,Fruit.Y.N.2016,Fruit.Y.N.2017,No.Fruit.2016,No.Fruit.2017,sm,sm.2,Surv2017,sm2017,PC1,PC2,flw.no2017
MAN-FOX,MAN-FOX_2,4,Alvar,GL_alvar,9,1068.226,1,1,1,1,1,14,34,0,1,0,25,0,959,1,959,1.878990344,2.121061422,34
MAN-FOX,MAN-FOX_2,5,Alvar,GL_alvar,12,1068.226,1,1,1,0,1,0,5,0,1,0,1,0,71,1,71,1.878990344,2.121061422,5
MAN-FOX,MAN-FOX_2,6,Alvar,GL_alvar,8,1068.226,1,1,1,1,1,12,12,0,1,0,9,0,880,1,880,1.878990344,2.121061422,12
MAN-FOX,MAN-FOX_2,7,Alvar,GL_alvar,10,1068.226,1,1,1,1,1,1,17,0,1,0,12,0,1661,1,1661,1.878990344,2.121061422,17
MAN-FOX,MAN-FOX_2,8,Alvar,GL_alvar,9,1068.226,1,1,1,0,1,0,8,0,1,0,1,0,193,1,193,1.878990344,2.121061422,8
MAN-FOX,MAN-FOX_2,9,Alvar,GL_alvar,9,1068.226,1,1,1,0,1,0,7,0,1,0,7,0,849,1,849,1.878990344,2.121061422,7
MAN-FOX,MAN-FOX_22,1,Alvar,GL_alvar,10,1068.226,1,1,1,1,1,8,25,0,1,0,22,0,2698,1,2698,1.878990344,2.121061422,25
MAN-FOX,MAN-FOX_22,10,Alvar,GL_alvar,9,1068.226,1,1,1,1,1,7,10,0,1,0,7,0,480,1,480,1.878990344,2.121061422,10
MAN-FOX,MAN-FOX_22,11,Alvar,GL_alvar,12,1068.226,1,1,1,0,1,0,19,0,1,0,15,0,1621,1,1621,1.878990344,2.121061422,19
MAN-FOX,MAN-FOX_22,12,Alvar,GL_alvar,9,1068.226,1,1,1,1,1,1,13,0,1,0,8,0,1384,1,1384,1.878990344,2.121061422,13
MAN-FOX,MAN-FOX_22,2,Alvar,GL_alvar,12,1068.226,1,1,1,1,1,3,40,0,1,0,35,0,5228,1,5228,1.878990344,2.121061422,40
MAN-FOX,MAN-FOX_22,3,Alvar,GL_alvar,9,1068.226,1,1,1,0,1,0,9,0,1,0,6,0,560,1,560,1.878990344,2.121061422,9
MAN-FOX,MAN-FOX_22,4,Alvar,GL_alvar,10,1068.226,1,1,1,0,1,0,21,0,1,0,13,0,1037,1,1037,1.878990344,2.121061422,21
MAN-FOX,MAN-FOX_22,5,Alvar,GL_alvar,9,1068.226,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,1.878990344,2.121061422,0
MAN-FOX,MAN-FOX_22,6,Alvar,GL_alvar,9,1068.226,1,1,1,0,1,0,5,0,0,0,0,0,0,1,0,1.878990344,2.121061422,5
MAN-FOX,MAN-FOX_22,7,Alvar,GL_alvar,12,1068.226,1,1,1,0,1,0,19,0,1,0,9,0,1025,1,1025,1.878990344,2.121061422,19
MAN-FOX,MAN-FOX_22,8,Alvar,GL_alvar,13,1068.226,1,1,1,0,1,0,16,0,1,0,10,0,1574,1,1574,1.878990344,2.121061422,16
MAN-FOX,MAN-FOX_22,9,Alvar,GL_alvar,14,1068.226,1,1,1,0,1,0,9,0,1,0,8,0,1172,1,1172,1.878990344,2.121061422,9
MAN-FOX,MAN-FOX_29,10,Alvar,GL_alvar,12,1068.226,1,1,1,1,1,4,7,0,1,0,3,0,708,1,708,1.878990344,2.121061422,7
MAN-FOX,MAN-FOX_29,11,Alvar,GL_alvar,10,1068.226,1,1,1,0,1,0,4,0,1,0,1,0,68,1,68,1.878990344,2.121061422,4
MAN-FOX,MAN-FOX_29,4,Alvar,GL_alvar,9,1068.226,1,1,1,1,1,6,16,1,1,1,15,23,1714,1,1737,1.878990344,2.121061422,16
MAN-FOX,MAN-FOX_29,5,Alvar,GL_alvar,10,1068.226,1,1,1,1,1,7,2,0,0,0,0,0,0,1,0,1.878990344,2.121061422,2
MAN-FOX,MAN-FOX_29,6,Alvar,GL_alvar,13,1068.226,1,1,1,1,1,4,14,0,1,0,9,0,836,1,836,1.878990344,2.121061422,14
MAN-FOX,MAN-FOX_29,7,Alvar,GL_alvar,12,1068.226,1,1,1,1,1,20,32,0,1,0,20,0,2804,1,2804,1.878990344,2.121061422,32
MAN-FOX,MAN-FOX_29,9,Alvar,GL_alvar,11,1068.226,1,1,1,0,1,0,7,0,1,0,5,0,1028,1,1028,1.878990344,2.121061422,7
MAN-FOX,MAN-FOX_3,1,Alvar,GL_alvar,8,1068.226,1,1,1,0,1,0,13,0,1,0,10,0,1199,1,1199,1.878990344,2.121061422,13
MAN-FOX,MAN-FOX_3,10,Alvar,GL_alvar,9,1068.226,1,1,1,1,1,6,23,1,1,1,16,13,1902,1,1915,1.878990344,2.121061422,23
MAN-FOX,MAN-FOX_3,11,Alvar,GL_alvar,9,1068.226,1,1,1,1,1,15,19,0,1,0,16,0,2633,1,2633,1.878990344,2.121061422,19
MAN-FOX,MAN-FOX_3,12,Alvar,GL_alvar,12,1068.226,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.878990344,2.121061422,0
MAN-FOX,MAN-FOX_3,2,Alvar,GL_alvar,10,1068.226,1,1,1,0,1,0,13,0,1,0,12,0,1038,1,1038,1.878990344,2.121061422,13
MAN-FOX,MAN-FOX_3,3,Alvar,GL_alvar,8,1068.226,1,1,1,0,1,0,10,0,1,0,9,0,1310,1,1310,1.878990344,2.121061422,10
MAN-FOX,MAN-FOX_3,4,Alvar,GL_alvar,11,1068.226,1,1,1,0,1,0,8,0,1,0,3,0,319,1,319,1.878990344,2.121061422,8
MAN-FOX,MAN-FOX_3,5,Alvar,GL_alvar,8,1068.226,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,1.878990344,2.121061422,1
MAN-FOX,MAN-FOX_3,6,Alvar,GL_alvar,8,1068.226,1,1,1,0,1,0,9,0,1,0,2,0,164,1,164,1.878990344,2.121061422,9
MAN-FOX,MAN-FOX_3,7,Alvar,GL_alvar,9,1068.226,1,1,1,0,1,0,10,0,1,0,8,0,284,1,284,1.878990344,2.121061422,10
MAN-FOX,MAN-FOX_3,8,Alvar,GL_alvar,9,1068.226,1,1,1,1,1,31,42,1,1,2,37,35,5699,1,5734,1.878990344,2.121061422,42
MAN-FOX,MAN-FOX_3,9,Alvar,GL_alvar,10,1068.226,1,1,1,0,1,0,17,0,1,0,11,0,1009,1,1009,1.878990344,2.121061422,17
MAN-FOX,MAN-FOX_38,1,Alvar,GL_alvar,23,1068.226,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,1.878990344,2.121061422,0
MAN-FOX,MAN-FOX_38,10,Alvar,GL_alvar,10,1068.226,1,1,1,1,1,6,4,0,1,0,3,0,563,1,563,1.878990344,2.121061422,4
MAN-FOX,MAN-FOX_38,12,Alvar,GL_alvar,17,1068.226,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.878990344,2.121061422,0
MAN-FOX,MAN-FOX_38,2,Alvar,GL_alvar,17,1068.226,1,1,1,0,1,0,1,0,0,0,0,0,0,1,0,1.878990344,2.121061422,1
MAN-FOX,MAN-FOX_38,3,Alvar,GL_alvar,18,1068.226,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.878990344,2.121061422,0
MAN-FOX,MAN-FOX_38,4,Alvar,GL_alvar,9,1068.226,1,1,1,1,1,4,15,0,1,0,4,0,205,1,205,1.878990344,2.121061422,15
MAN-FOX,MAN-FOX_38,5,Alvar,GL_alvar,9,1068.226,1,1,1,0,1,0,4,0,1,0,1,0,47,1,47,1.878990344,2.121061422,4
MAN-FOX,MAN-FOX_38,6,Alvar,GL_alvar,10,1068.226,1,1,1,1,1,3,10,0,1,0,8,0,662,1,662,1.878990344,2.121061422,10
MAN-FOX,MAN-FOX_38,8,Alvar,GL_alvar,16,1068.226,1,1,1,1,1,2,17,0,1,0,12,0,808,1,808,1.878990344,2.121061422,17
MAN-FOX,MAN-FOX_38,9,Alvar,GL_alvar,9,1068.226,1,1,1,1,1,1,4,0,1,0,3,0,156,1,156,1.878990344,2.121061422,4
MAN-FOX,MAN-FOX_4,1,Alvar,GL_alvar,12,1068.226,1,1,1,1,1,6,8,0,1,0,6,0,374,1,374,1.878990344,2.121061422,8
MAN-FOX,MAN-FOX_4,10,Alvar,GL_alvar,14,1068.226,1,1,1,0,1,0,2,0,1,0,0,0,0,1,0,1.878990344,2.121061422,2
MAN-FOX,MAN-FOX_4,11,Alvar,GL_alvar,15,1068.226,1,1,1,1,1,12,1,0,0,0,0,0,0,1,0,1.878990344,2.121061422,1
MAN-FOX,MAN-FOX_4,12,Alvar,GL_alvar,12,1068.226,1,1,1,1,1,8,7,0,1,0,6,0,644,1,644,1.878990344,2.121061422,7
MAN-FOX,MAN-FOX_4,2,Alvar,GL_alvar,32,1068.226,1,1,1,0,1,0,1,0,1,0,1,0,26,1,26,1.878990344,2.121061422,1
MAN-FOX,MAN-FOX_4,3,Alvar,GL_alvar,12,1068.226,1,1,1,0,1,0,2,0,0,0,0,0,0,1,0,1.878990344,2.121061422,2
MAN-FOX,MAN-FOX_4,4,Alvar,GL_alvar,16,1068.226,1,1,1,0,1,0,2,0,0,0,0,0,0,1,0,1.878990344,2.121061422,2
MAN-FOX,MAN-FOX_4,5,Alvar,GL_alvar,15,1068.226,1,1,1,0,1,0,4,0,1,0,4,0,308,1,308,1.878990344,2.121061422,4
MAN-FOX,MAN-FOX_4,7,Alvar,GL_alvar,17,1068.226,1,1,1,1,1,6,10,0,1,0,7,0,683,1,683,1.878990344,2.121061422,10
MAN-FOX,MAN-FOX_4,8,Alvar,GL_alvar,11,1068.226,1,1,1,0,1,0,32,0,1,0,21,0,2772,1,2772,1.878990344,2.121061422,32
MAN-FOX,MAN-FOX_4,9,Alvar,GL_alvar,13,1068.226,1,1,1,0,1,0,6,0,1,0,6,0,415,1,415,1.878990344,2.121061422,6
MAN-FOX,MAN-FOX_6,1,Alvar,GL_alvar,8,1068.226,1,1,1,1,1,5,10,1,1,1,8,0,1146,1,1146,1.878990344,2.121061422,10
MAN-FOX,MAN-FOX_6,10,Alvar,GL_alvar,9,1068.226,1,1,1,1,1,6,12,0,1,0,10,0,1100,1,1100,1.878990344,2.121061422,12
MAN-FOX,MAN-FOX_6,11,Alvar,GL_alvar,11,1068.226,1,1,1,1,1,39,34,0,1,0,22,0,1749,1,1749,1.878990344,2.121061422,34
MAN-FOX,MAN-FOX_6,12,Alvar,GL_alvar,9,1068.226,1,1,1,1,1,1,9,0,1,0,6,0,321,1,321,1.878990344,2.121061422,9
MAN-FOX,MAN-FOX_6,2,Alvar,GL_alvar,12,1068.226,1,1,1,1,1,1,22,0,1,0,18,0,2714,1,2714,1.878990344,2.121061422,22
MAN-FOX,MAN-FOX_6,3,Alvar,GL_alvar,10,1068.226,1,1,1,1,1,12,17,1,1,2,10,0,815,1,815,1.878990344,2.121061422,17
MAN-FOX,MAN-FOX_6,6,Alvar,GL_alvar,11,1068.226,1,1,1,0,1,0,22,0,1,0,17,0,1867,1,1867,1.878990344,2.121061422,22
MAN-FOX,MAN-FOX_8,12,Alvar,GL_alvar,10,1068.226,1,1,1,0,1,0,4,0,1,0,0,0,0,1,0,1.878990344,2.121061422,4
MAN-FOX,MAN-FOX_8,1,Alvar,GL_alvar,12,1068.226,1,1,1,1,1,1,2,0,1,0,0,0,0,1,0,1.878990344,2.121061422,2
MAN-FOX,MAN-FOX_8,10,Alvar,GL_alvar,9,1068.226,1,1,1,1,1,1,4,0,1,0,0,0,0,1,0,1.878990344,2.121061422,4
MAN-FOX,MAN-FOX_8,5,Alvar,GL_alvar,8,1068.226,1,1,1,0,1,0,10,0,0,0,0,0,0,1,0,1.878990344,2.121061422,10
MAN-FOX,MAN-FOX_8,2,Alvar,GL_alvar,9,1068.226,1,1,1,1,1,4,22,0,1,0,14,0,974,1,974,1.878990344,2.121061422,22
MAN-FOX,MAN-FOX_8,3,Alvar,GL_alvar,15,1068.226,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.878990344,2.121061422,0
MAN-FOX,MAN-FOX_8,4,Alvar,GL_alvar,9,1068.226,1,1,1,1,1,1,11,0,1,0,7,0,840,1,840,1.878990344,2.121061422,11
MAN-FOX,MAN-FOX_8,9,Alvar,GL_alvar,8,1068.226,1,1,1,0,1,0,2,0,1,0,0,0,0,1,0,1.878990344,2.121061422,2
MAN-FOX,MAN-FOX_8,6,Alvar,GL_alvar,9,1068.226,1,1,1,1,1,1,7,0,1,0,0,0,0,1,0,1.878990344,2.121061422,7
MAN-FOX,MAN-FOX_8,7,Alvar,GL_alvar,10,1068.226,1,1,1,0,1,0,4,0,1,0,0,0,0,1,0,1.878990344,2.121061422,4
MAN-FOX,MAN-FOX_8,8,Alvar,GL_alvar,10,1068.226,1,1,1,1,1,11,7,0,1,0,2,0,510,1,510,1.878990344,2.121061422,7
MAN-KIP,MAN-KIP_9,1,Alvar,GL_alvar,13,1071.794,1,1,1,0,1,0,9,0,1,0,6,0,865,1,865,1.899202381,2.000344802,9
MAN-KIP,MAN-KIP_11,1,Alvar,GL_alvar,13,1071.794,1,1,1,1,1,2,23,0,1,0,14,0,1798,1,1798,1.899202381,2.000344802,23
MAN-KIP,MAN-KIP_11,10,Alvar,GL_alvar,19,1071.794,1,1,1,1,1,5,8,0,1,0,2,0,210,1,210,1.899202381,2.000344802,8
MAN-KIP,MAN-KIP_11,11,Alvar,GL_alvar,11,1071.794,1,1,1,0,1,0,6,0,1,0,1,0,136,1,136,1.899202381,2.000344802,6
MAN-KIP,MAN-KIP_11,12,Alvar,GL_alvar,11,1071.794,1,1,1,1,1,1,5,0,1,0,1,0,129,1,129,1.899202381,2.000344802,5
MAN-KIP,MAN-KIP_11,2,Alvar,GL_alvar,11,1071.794,1,1,1,1,1,2,9,0,1,0,3,0,56,1,56,1.899202381,2.000344802,9
MAN-KIP,MAN-KIP_11,3,Alvar,GL_alvar,9,1071.794,1,1,1,1,1,1,22,0,1,0,16,0,1454,1,1454,1.899202381,2.000344802,22
MAN-KIP,MAN-KIP_11,4,Alvar,GL_alvar,12,1071.794,1,1,1,1,1,1,21,0,1,0,14,0,659,1,659,1.899202381,2.000344802,21
MAN-KIP,MAN-KIP_11,5,Alvar,GL_alvar,11,1071.794,1,1,1,1,1,1,3,0,1,0,0,0,0,1,0,1.899202381,2.000344802,3
MAN-KIP,MAN-KIP_11,6,Alvar,GL_alvar,10,1071.794,1,1,1,1,1,4,12,0,1,0,6,0,460,1,460,1.899202381,2.000344802,12
MAN-KIP,MAN-KIP_11,7,Alvar,GL_alvar,11,1071.794,1,1,1,0,1,0,19,0,1,0,15,0,1676,1,1676,1.899202381,2.000344802,19
MAN-KIP,MAN-KIP_11,8,Alvar,GL_alvar,11,1071.794,1,1,1,0,1,0,19,0,1,0,4,0,463,1,463,1.899202381,2.000344802,19
MAN-KIP,MAN-KIP_11,9,Alvar,GL_alvar,9,1071.794,1,1,1,1,1,1,16,0,1,0,5,0,465,1,465,1.899202381,2.000344802,16
MAN-KIP,MAN-KIP_15,10,Alvar,GL_alvar,9,1071.794,1,1,1,1,1,8,6,0,1,0,1,0,242,1,242,1.899202381,2.000344802,6
MAN-KIP,MAN-KIP_15,11,Alvar,GL_alvar,9,1071.794,1,1,1,1,1,2,19,0,1,0,17,0,2098,1,2098,1.899202381,2.000344802,19
MAN-KIP,MAN-KIP_15,12,Alvar,GL_alvar,12,1071.794,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1.899202381,2.000344802,0
MAN-KIP,MAN-KIP_15,2,Alvar,GL_alvar,15,1071.794,1,1,1,0,1,0,22,0,1,0,18,0,2482,1,2482,1.899202381,2.000344802,22
MAN-KIP,MAN-KIP_15,3,Alvar,GL_alvar,16,1071.794,1,1,1,0,1,0,3,0,1,0,2,0,392,1,392,1.899202381,2.000344802,3
MAN-KIP,MAN-KIP_15,4,Alvar,GL_alvar,12,1071.794,1,1,1,0,1,0,7,0,1,0,3,0,199,1,199,1.899202381,2.000344802,7
MAN-KIP,MAN-KIP_15,5,Alvar,GL_alvar,9,1071.794,1,1,1,1,1,5,27,0,1,0,19,0,2074,1,2074,1.899202381,2.000344802,27
MAN-KIP,MAN-KIP_15,6,Alvar,GL_alvar,9,1071.794,1,1,1,1,1,3,19,0,1,0,11,0,1354,1,1354,1.899202381,2.000344802,19
MAN-KIP,MAN-KIP_15,7,Alvar,GL_alvar,14,1071.794,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1.899202381,2.000344802,0
MAN-KIP,MAN-KIP_15,8,Alvar,GL_alvar,9,1071.794,1,1,1,1,1,10,14,0,1,0,10,0,940,1,940,1.899202381,2.000344802,14
MAN-KIP,MAN-KIP_16,10,Alvar,GL_alvar,10,1071.794,1,1,1,1,1,1,2,0,1,0,1,0,157,1,157,1.899202381,2.000344802,2
MAN-KIP,MAN-KIP_16,11,Alvar,GL_alvar,10,1071.794,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1.899202381,2.000344802,0
MAN-KIP,MAN-KIP_16,12,Alvar,GL_alvar,13,1071.794,1,1,1,1,1,4,5,0,1,0,2,0,38,1,38,1.899202381,2.000344802,5
MAN-KIP,MAN-KIP_16,2,Alvar,GL_alvar,11,1071.794,1,1,1,1,1,1,4,0,0,0,0,0,0,1,0,1.899202381,2.000344802,4
MAN-KIP,MAN-KIP_16,3,Alvar,GL_alvar,14,1071.794,1,1,1,1,1,7,15,0,1,0,11,0,781,1,781,1.899202381,2.000344802,15
MAN-KIP,MAN-KIP_16,4,Alvar,GL_alvar,11,1071.794,1,1,1,0,1,0,5,0,1,0,2,0,80,1,80,1.899202381,2.000344802,5
MAN-KIP,MAN-KIP_16,5,Alvar,GL_alvar,11,1071.794,1,1,1,0,1,0,1,0,0,0,0,0,0,1,0,1.899202381,2.000344802,1
MAN-KIP,MAN-KIP_16,6,Alvar,GL_alvar,13,1071.794,1,1,1,0,1,0,1,0,0,0,0,0,0,1,0,1.899202381,2.000344802,1
MAN-KIP,MAN-KIP_16,7,Alvar,GL_alvar,17,1071.794,1,1,1,0,1,0,3,0,1,0,0,0,0,1,0,1.899202381,2.000344802,3
MAN-KIP,MAN-KIP_16,9,Alvar,GL_alvar,10,1071.794,1,1,1,1,1,1,1,0,1,0,1,0,30,1,30,1.899202381,2.000344802,1
MAN-KIP,MAN-KIP_24,1,Alvar,GL_alvar,15,1071.794,1,1,1,0,1,0,5,0,1,0,3,0,514,1,514,1.899202381,2.000344802,5
MAN-KIP,MAN-KIP_24,10,Alvar,GL_alvar,12,1071.794,1,1,1,0,1,0,16,0,1,0,11,0,1840,1,1840,1.899202381,2.000344802,16
MAN-KIP,MAN-KIP_24,11,Alvar,GL_alvar,14,1071.794,1,1,1,1,1,1,22,0,1,0,18,0,3348,1,3348,1.899202381,2.000344802,22
MAN-KIP,MAN-KIP_24,12,Alvar,GL_alvar,10,1071.794,1,1,1,1,1,1,3,0,1,0,1,0,91,1,91,1.899202381,2.000344802,3
MAN-KIP,MAN-KIP_24,2,Alvar,GL_alvar,8,1071.794,1,1,1,1,1,7,9,0,1,0,2,0,178,1,178,1.899202381,2.000344802,9
MAN-KIP,MAN-KIP_24,3,Alvar,GL_alvar,9,1071.794,1,1,1,0,1,0,8,0,1,0,4,0,442,1,442,1.899202381,2.000344802,8
MAN-KIP,MAN-KIP_24,4,Alvar,GL_alvar,10,1071.794,1,1,1,0,1,0,15,0,1,0,12,0,1604,1,1604,1.899202381,2.000344802,15
MAN-KIP,MAN-KIP_24,5,Alvar,GL_alvar,10,1071.794,1,1,1,0,1,0,7,0,1,0,3,0,281,1,281,1.899202381,2.000344802,7
MAN-KIP,MAN-KIP_24,7,Alvar,GL_alvar,9,1071.794,1,1,1,0,1,0,9,0,1,0,5,0,394,1,394,1.899202381,2.000344802,9
MAN-KIP,MAN-KIP_24,8,Alvar,GL_alvar,10,1071.794,1,1,1,0,1,0,1,0,0,0,0,0,0,1,0,1.899202381,2.000344802,1
MAN-KIP,MAN-KIP_24,9,Alvar,GL_alvar,8,1071.794,1,1,1,0,1,0,35,0,1,0,31,0,3186,1,3186,1.899202381,2.000344802,35
MAN-KIP,MAN-KIP_28,1,Alvar,GL_alvar,14,1071.794,1,1,1,1,1,11,29,1,1,2,22,10,2047,1,2057,1.899202381,2.000344802,29
MAN-KIP,MAN-KIP_28,10,Alvar,GL_alvar,8,1071.794,1,1,1,1,1,11,10,0,1,0,4,0,295,1,295,1.899202381,2.000344802,10
MAN-KIP,MAN-KIP_28,11,Alvar,GL_alvar,15,1071.794,1,1,1,0,1,0,4,0,1,0,2,0,47,1,47,1.899202381,2.000344802,4
MAN-KIP,MAN-KIP_28,12,Alvar,GL_alvar,12,1071.794,1,1,1,1,1,5,8,0,1,0,7,0,657,1,657,1.899202381,2.000344802,8
MAN-KIP,MAN-KIP_28,3,Alvar,GL_alvar,14,1071.794,1,1,1,1,1,3,22,0,1,0,17,0,1675,1,1675,1.899202381,2.000344802,22
MAN-KIP,MAN-KIP_28,4,Alvar,GL_alvar,11,1071.794,1,1,1,0,1,0,3,0,0,0,0,0,0,1,0,1.899202381,2.000344802,3
MAN-KIP,MAN-KIP_28,5,Alvar,GL_alvar,19,1071.794,1,1,1,1,1,1,8,0,1,0,3,0,78,1,78,1.899202381,2.000344802,8
MAN-KIP,MAN-KIP_28,7,Alvar,GL_alvar,11,1071.794,1,1,1,1,1,18,25,0,1,0,15,0,1087,1,1087,1.899202381,2.000344802,25
MAN-KIP,MAN-KIP_28,8,Alvar,GL_alvar,17,1071.794,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1.899202381,2.000344802,0
MAN-KIP,MAN-KIP_28,9,Alvar,GL_alvar,12,1071.794,1,1,1,0,1,0,5,0,1,0,4,0,403,1,403,1.899202381,2.000344802,5
MAN-KIP,MAN-KIP_32,7,Alvar,GL_alvar,12,1071.794,1,1,1,0,1,0,10,0,1,0,5,0,484,1,484,1.899202381,2.000344802,10
MAN-KIP,MAN-KIP_32,9,Alvar,GL_alvar,9,1071.794,1,1,1,0,1,0,8,0,1,0,5,0,609,1,609,1.899202381,2.000344802,8
MAN-KIP,MAN-KIP_35,1,Alvar,GL_alvar,8,1071.794,1,1,1,0,1,0,19,0,1,0,11,0,792,1,792,1.899202381,2.000344802,19
MAN-KIP,MAN-KIP_35,10,Alvar,GL_alvar,11,1071.794,1,1,1,1,1,6,21,0,1,0,13,0,1186,1,1186,1.899202381,2.000344802,21
MAN-KIP,MAN-KIP_35,11,Alvar,GL_alvar,10,1071.794,1,1,1,0,1,0,7,0,1,0,1,0,220,1,220,1.899202381,2.000344802,7
MAN-KIP,MAN-KIP_35,12,Alvar,GL_alvar,8,1071.794,1,1,1,0,1,0,1,0,0,0,0,0,0,1,0,1.899202381,2.000344802,1
MAN-KIP,MAN-KIP_35,2,Alvar,GL_alvar,9,1071.794,1,1,1,0,1,0,8,0,1,0,4,0,454,1,454,1.899202381,2.000344802,8
MAN-KIP,MAN-KIP_35,3,Alvar,GL_alvar,9,1071.794,1,1,1,0,1,0,17,0,1,0,11,0,916,1,916,1.899202381,2.000344802,17
MAN-KIP,MAN-KIP_35,4,Alvar,GL_alvar,8,1071.794,1,1,1,0,1,0,4,0,1,0,2,0,26,1,26,1.899202381,2.000344802,4
MAN-KIP,MAN-KIP_35,5,Alvar,GL_alvar,8,1071.794,1,1,1,1,1,2,8,0,1,0,6,0,314,1,314,1.899202381,2.000344802,8
MAN-KIP,MAN-KIP_35,6,Alvar,GL_alvar,10,1071.794,1,1,1,0,1,0,3,0,1,0,1,0,68,1,68,1.899202381,2.000344802,3
MAN-KIP,MAN-KIP_35,7,Alvar,GL_alvar,8,1071.794,1,1,1,0,1,0,1,0,0,0,0,0,0,1,0,1.899202381,2.000344802,1
MAN-KIP,MAN-KIP_35,8,Alvar,GL_alvar,8,1071.794,1,1,1,1,1,15,26,0,1,0,24,0,3835,1,3835,1.899202381,2.000344802,26
MAN-KIP,MAN-KIP_37,1,Alvar,GL_alvar,13,1071.794,1,1,1,1,1,2,19,0,1,0,16,0,1415,1,1415,1.899202381,2.000344802,19
MAN-KIP,MAN-KIP_37,10,Alvar,GL_alvar,10,1071.794,1,1,1,1,1,10,9,0,1,0,5,0,464,1,464,1.899202381,2.000344802,9
MAN-KIP,MAN-KIP_37,11,Alvar,GL_alvar,11,1071.794,1,1,1,0,1,0,5,0,1,0,4,0,412,1,412,1.899202381,2.000344802,5
MAN-KIP,MAN-KIP_37,12,Alvar,GL_alvar,11,1071.794,1,1,1,0,1,0,9,0,1,0,4,0,309,1,309,1.899202381,2.000344802,9
MAN-KIP,MAN-KIP_37,2,Alvar,GL_alvar,12,1071.794,1,1,1,0,1,0,3,0,1,0,1,0,137,1,137,1.899202381,2.000344802,3
MAN-KIP,MAN-KIP_37,3,Alvar,GL_alvar,12,1071.794,1,1,1,1,1,1,4,0,1,0,3,0,422,1,422,1.899202381,2.000344802,4
MAN-KIP,MAN-KIP_37,4,Alvar,GL_alvar,10,1071.794,1,1,1,0,1,0,4,0,1,0,2,0,433,1,433,1.899202381,2.000344802,4
MAN-KIP,MAN-KIP_37,5,Alvar,GL_alvar,16,1071.794,1,1,1,1,1,2,20,0,1,0,15,0,1964,1,1964,1.899202381,2.000344802,20
MAN-KIP,MAN-KIP_37,6,Alvar,GL_alvar,11,1071.794,1,1,1,0,1,0,6,0,1,0,3,0,307,1,307,1.899202381,2.000344802,6
MAN-KIP,MAN-KIP_37,7,Alvar,GL_alvar,14,1071.794,1,1,1,1,1,12,32,0,1,0,22,0,3236,1,3236,1.899202381,2.000344802,32
MAN-KIP,MAN-KIP_37,8,Alvar,GL_alvar,17,1071.794,1,1,1,0,1,0,13,0,1,0,11,0,1128,1,1128,1.899202381,2.000344802,13
MAN-KIP,MAN-KIP_37,9,Alvar,GL_alvar,13,1071.794,1,1,1,0,1,0,8,0,1,0,6,0,738,1,738,1.899202381,2.000344802,8
MAN-KIP,MAN-KIP_4,1,Alvar,GL_alvar,15,1071.794,1,1,1,0,1,0,34,0,1,0,23,0,2213,1,2213,1.899202381,2.000344802,34
MAN-KIP,MAN-KIP_4,10,Alvar,GL_alvar,14,1071.794,1,1,1,0,1,0,15,0,1,0,7,0,575,1,575,1.899202381,2.000344802,15
MAN-KIP,MAN-KIP_4,11,Alvar,GL_alvar,14,1071.794,1,1,1,1,1,4,6,0,1,0,4,0,467,1,467,1.899202381,2.000344802,6
MAN-KIP,MAN-KIP_4,12,Alvar,GL_alvar,19,1071.794,1,1,1,1,1,12,15,0,1,0,12,0,785,1,785,1.899202381,2.000344802,15
MAN-KIP,MAN-KIP_4,2,Alvar,GL_alvar,15,1071.794,1,1,1,0,1,0,7,0,1,0,6,0,574,1,574,1.899202381,2.000344802,7
MAN-KIP,MAN-KIP_4,3,Alvar,GL_alvar,14,1071.794,1,1,1,0,1,0,9,0,1,0,8,0,963,1,963,1.899202381,2.000344802,9
MAN-KIP,MAN-KIP_4,4,Alvar,GL_alvar,20,1071.794,1,1,1,0,1,0,9,0,0,0,0,0,0,1,0,1.899202381,2.000344802,9
MAN-KIP,MAN-KIP_4,5,Alvar,GL_alvar,14,1071.794,1,1,1,0,1,0,10,0,1,0,5,0,413,1,413,1.899202381,2.000344802,10
MAN-KIP,MAN-KIP_4,6,Alvar,GL_alvar,15,1071.794,1,1,1,1,1,13,20,0,1,0,12,0,1881,1,1881,1.899202381,2.000344802,20
MAN-KIP,MAN-KIP_4,7,Alvar,GL_alvar,18,1071.794,1,1,1,1,1,6,11,0,1,0,7,0,447,1,447,1.899202381,2.000344802,11
