Population,Family.Unique,Block.ID,HabitatType,Dist.from.cg.km,No.Days.to.Germ,Region,Germination.Y.N,Survival.Y.N,Flower.Y.N.2016,No.Flowers.2016,Fruit.Y.N.2016,No.Fruit.2016,sm,PC1,PC2,flw.no2016
MB-MR,MB-MR_2,8,Prairie,487.3889,9,MB_alvar,1,1,0,0,0,0,0,-5.59221421,4.315303626,0
MB-MR,MB-MR_2,9,Prairie,487.3889,8,MB_alvar,1,1,1,7,1,1,32,-5.59221421,4.315303626,7
MB-MR,MB-MR_21,1,Prairie,487.3889,32,MB_alvar,1,1,0,0,0,0,0,-5.59221421,4.315303626,0
MB-MR,MB-MR_21,10,Prairie,487.3889,9,MB_alvar,1,1,0,0,0,0,0,-5.59221421,4.315303626,0
MB-MR,MB-MR_21,11,Prairie,487.3889,12,MB_alvar,1,1,0,0,0,0,0,-5.59221421,4.315303626,0
MB-MR,MB-MR_21,12,Prairie,487.3889,9,MB_alvar,1,1,0,0,0,0,0,-5.59221421,4.315303626,0
MB-MR,MB-MR_21,3,Prairie,487.3889,12,MB_alvar,1,1,0,0,0,0,0,-5.59221421,4.315303626,0
MB-MR,MB-MR_21,4,Prairie,487.3889,11,MB_alvar,1,1,0,0,0,0,0,-5.59221421,4.315303626,0
MB-MR,MB-MR_21,5,Prairie,487.3889,12,MB_alvar,1,1,0,0,0,0,0,-5.59221421,4.315303626,0
MB-MR,MB-MR_21,6,Prairie,487.3889,8,MB_alvar,1,1,0,0,0,0,0,-5.59221421,4.315303626,0
MB-MR,MB-MR_21,7,Prairie,487.3889,11,MB_alvar,1,1,0,0,0,0,0,-5.59221421,4.315303626,0
MB-MR,MB-MR_21,8,Prairie,487.3889,14,MB_alvar,1,1,0,0,0,0,0,-5.59221421,4.315303626,0
MB-MR,MB-MR_21,9,Prairie,487.3889,10,MB_alvar,1,1,0,0,0,0,0,-5.59221421,4.315303626,0
MB-MR,MB-MR_25,10,Prairie,487.3889,11,MB_alvar,1,1,0,0,0,0,0,-5.59221421,4.315303626,0
MB-MR,MB-MR_25,11,Prairie,487.3889,8,MB_alvar,1,1,1,9,0,0,0,-5.59221421,4.315303626,9
MB-MR,MB-MR_25,3,Prairie,487.3889,9,MB_alvar,1,1,0,0,0,0,0,-5.59221421,4.315303626,0
MB-MR,MB-MR_25,4,Prairie,487.3889,8,MB_alvar,1,1,1,1,0,0,0,-5.59221421,4.315303626,1
MB-MR,MB-MR_25,5,Prairie,487.3889,8,MB_alvar,1,1,0,0,0,0,0,-5.59221421,4.315303626,0
MB-MR,MB-MR_25,6,Prairie,487.3889,9,MB_alvar,1,1,0,0,0,0,0,-5.59221421,4.315303626,0
MB-MR,MB-MR_25,7,Prairie,487.3889,10,MB_alvar,1,1,0,0,0,0,0,-5.59221421,4.315303626,0
MB-MR,MB-MR_25,8,Prairie,487.3889,9,MB_alvar,1,1,0,0,0,0,0,-5.59221421,4.315303626,0
MB-MR,MB-MR_25,9,Prairie,487.3889,12,MB_alvar,1,1,0,0,0,0,0,-5.59221421,4.315303626,0
MB-MR,MB-MR_26,1,Prairie,487.3889,9,MB_alvar,1,1,1,1,0,0,0,-5.59221421,4.315303626,1
MB-MR,MB-MR_26,10,Prairie,487.3889,14,MB_alvar,1,1,0,0,0,0,0,-5.59221421,4.315303626,0
MB-MR,MB-MR_26,2,Prairie,487.3889,9,MB_alvar,1,1,0,0,0,0,0,-5.59221421,4.315303626,0
MB-MR,MB-MR_26,4,Prairie,487.3889,12,MB_alvar,1,1,0,0,0,0,0,-5.59221421,4.315303626,0
MB-MR,MB-MR_26,5,Prairie,487.3889,32,MB_alvar,1,1,0,0,0,0,0,-5.59221421,4.315303626,0
MB-MR,MB-MR_26,6,Prairie,487.3889,14,MB_alvar,1,1,0,0,0,0,0,-5.59221421,4.315303626,0
MB-MR,MB-MR_26,9,Prairie,487.3889,11,MB_alvar,1,1,0,0,0,0,0,-5.59221421,4.315303626,0
MB-MR,MB-MR_32,1,Prairie,487.3889,19,MB_alvar,1,1,0,0,0,0,0,-5.59221421,4.315303626,0
MB-MR,MB-MR_32,10,Prairie,487.3889,8,MB_alvar,1,1,0,0,0,0,0,-5.59221421,4.315303626,0
MB-MR,MB-MR_32,11,Prairie,487.3889,9,MB_alvar,1,1,0,0,0,0,0,-5.59221421,4.315303626,0
MB-MR,MB-MR_32,2,Prairie,487.3889,8,MB_alvar,1,1,0,0,0,0,0,-5.59221421,4.315303626,0
MB-MR,MB-MR_32,3,Prairie,487.3889,8,MB_alvar,1,1,0,0,0,0,0,-5.59221421,4.315303626,0
MB-MR,MB-MR_32,4,Prairie,487.3889,8,MB_alvar,1,1,0,0,0,0,0,-5.59221421,4.315303626,0
MB-MR,MB-MR_32,6,Prairie,487.3889,8,MB_alvar,1,1,0,0,0,0,0,-5.59221421,4.315303626,0
MB-MR,MB-MR_32,9,Prairie,487.3889,9,MB_alvar,1,1,0,0,0,0,0,-5.59221421,4.315303626,0
MB-MR,MB-MR_38,1,Prairie,487.3889,14,MB_alvar,1,1,0,0,0,0,0,-5.59221421,4.315303626,0
MB-MR,MB-MR_38,10,Prairie,487.3889,19,MB_alvar,1,1,1,3,0,0,0,-5.59221421,4.315303626,3
MB-MR,MB-MR_38,11,Prairie,487.3889,11,MB_alvar,1,1,0,0,0,0,0,-5.59221421,4.315303626,0
MB-MR,MB-MR_38,12,Prairie,487.3889,13,MB_alvar,1,1,0,0,0,0,0,-5.59221421,4.315303626,0
MB-MR,MB-MR_38,2,Prairie,487.3889,23,MB_alvar,1,1,1,4,0,0,0,-5.59221421,4.315303626,4
MN-PMG,MN-PMG_NA,1,Prairie,101.3225,11,Prairie,1,1,1,5,1,2,28,-1.269165137,-0.254333337,5
MN-PMG,MN-PMG_NA,11,Prairie,101.3225,10,Prairie,1,1,0,0,0,0,0,-1.269165137,-0.254333337,0
MN-PMG,MN-PMG_NA,12,Prairie,101.3225,11,Prairie,1,1,0,0,0,0,0,-1.269165137,-0.254333337,0
MN-PMG,MN-PMG_NA,5,Prairie,101.3225,9,Prairie,1,1,0,0,0,0,0,-1.269165137,-0.254333337,0
MN-PMG,MN-PMG_NA,8,Prairie,101.3225,15,Prairie,1,0,0,0,0,0,0,-1.269165137,-0.254333337,0
MN-PMG,MN-PMG_NA,9,Prairie,101.3225,17,Prairie,1,1,0,0,0,0,0,-1.269165137,-0.254333337,0
MN-PMG,MN-PMG_NA,10,Prairie,101.3225,12,Prairie,1,1,0,0,0,0,0,-1.269165137,-0.254333337,0
MN-PMG,MN-PMG_NA,11,Prairie,101.3225,11,Prairie,1,1,0,0,0,0,0,-1.269165137,-0.254333337,0
MN-PMG,MN-PMG_NA,9,Prairie,101.3225,13,Prairie,1,1,0,0,0,0,0,-1.269165137,-0.254333337,0
NAP-ASS,NAP-ASS_11,1,Alvar,1559.351,12,GL_alvar,1,1,1,18,1,1,20,3.817106774,-0.11170334,18
NAP-ASS,NAP-ASS_16,11,Alvar,1559.351,12,GL_alvar,1,1,0,0,0,0,0,3.817106774,-0.11170334,0
NAP-ASS,NAP-ASS_16,7,Alvar,1559.351,10,GL_alvar,1,1,0,0,0,0,0,3.817106774,-0.11170334,0
NAP-ASS,NAP-ASS_16,9,Alvar,1559.351,10,GL_alvar,1,1,0,0,0,0,0,3.817106774,-0.11170334,0
NAP-ASS,NAP-ASS_19,1,Alvar,1559.351,11,GL_alvar,1,1,1,5,0,0,0,3.817106774,-0.11170334,5
NAP-ASS,NAP-ASS_19,10,Alvar,1559.351,11,GL_alvar,1,1,1,1,0,0,0,3.817106774,-0.11170334,1
NAP-ASS,NAP-ASS_19,4,Alvar,1559.351,11,GL_alvar,1,1,0,0,0,0,0,3.817106774,-0.11170334,0
NAP-ASS,NAP-ASS_19,6,Alvar,1559.351,11,GL_alvar,1,1,0,0,0,0,0,3.817106774,-0.11170334,0
NAP-ASS,NAP-ASS_19,7,Alvar,1559.351,15,GL_alvar,1,1,0,0,0,0,0,3.817106774,-0.11170334,0
NAP-ASS,NAP-ASS_19,8,Alvar,1559.351,11,GL_alvar,1,1,0,0,0,0,0,3.817106774,-0.11170334,0
NAP-ASS,NAP-ASS_25,1,Alvar,1559.351,10,GL_alvar,1,1,1,3,0,0,0,3.817106774,-0.11170334,3
NAP-ASS,NAP-ASS_25,12,Alvar,1559.351,20,GL_alvar,1,1,0,0,0,0,0,3.817106774,-0.11170334,0
NAP-ASS,NAP-ASS_25,2,Alvar,1559.351,12,GL_alvar,1,1,1,6,0,0,0,3.817106774,-0.11170334,6
NAP-ASS,NAP-ASS_25,3,Alvar,1559.351,14,GL_alvar,1,1,1,1,0,0,0,3.817106774,-0.11170334,1
NAP-ASS,NAP-ASS_25,4,Alvar,1559.351,11,GL_alvar,1,1,1,4,0,0,0,3.817106774,-0.11170334,4
NAP-ASS,NAP-ASS_25,6,Alvar,1559.351,10,GL_alvar,1,1,1,5,0,0,0,3.817106774,-0.11170334,5
NAP-ASS,NAP-ASS_25,9,Alvar,1559.351,14,GL_alvar,1,1,0,0,0,0,0,3.817106774,-0.11170334,0
NAP-ASS,NAP-ASS_27,12,Alvar,1559.351,11,GL_alvar,1,1,0,0,0,0,0,3.817106774,-0.11170334,0
NAP-ASS,NAP-ASS_27,2,Alvar,1559.351,9,GL_alvar,1,1,0,0,0,0,0,3.817106774,-0.11170334,0
NAP-ASS,NAP-ASS_27,4,Alvar,1559.351,12,GL_alvar,1,1,1,3,0,0,0,3.817106774,-0.11170334,3
NAP-ASS,NAP-ASS_27,5,Alvar,1559.351,9,GL_alvar,1,1,0,0,0,0,0,3.817106774,-0.11170334,0
NAP-ASS,NAP-ASS_27,6,Alvar,1559.351,10,GL_alvar,1,1,0,0,0,0,0,3.817106774,-0.11170334,0
NAP-ASS,NAP-ASS_27,9,Alvar,1559.351,8,GL_alvar,1,1,0,0,0,0,0,3.817106774,-0.11170334,0
NAP-ASS,NAP-ASS_33,5,Alvar,1559.351,12,GL_alvar,1,1,0,0,0,0,0,3.817106774,-0.11170334,0
NAP-ASS,NAP-ASS_35,2,Alvar,1559.351,9,GL_alvar,1,1,1,24,0,0,0,3.817106774,-0.11170334,24
NAP-ASS,NAP-ASS_38,10,Alvar,1559.351,11,GL_alvar,1,1,1,1,0,0,0,3.817106774,-0.11170334,1
NAP-ASS,NAP-ASS_38,11,Alvar,1559.351,10,GL_alvar,1,1,1,2,0,0,0,3.817106774,-0.11170334,2
NAP-ASS,NAP-ASS_38,12,Alvar,1559.351,11,GL_alvar,1,1,0,0,0,0,0,3.817106774,-0.11170334,0
NAP-ASS,NAP-ASS_38,2,Alvar,1559.351,11,GL_alvar,1,1,1,12,0,0,0,3.817106774,-0.11170334,12
NAP-ASS,NAP-ASS_38,4,Alvar,1559.351,10,GL_alvar,1,1,1,6,1,1,10,3.817106774,-0.11170334,6
NAP-ASS,NAP-ASS_38,5,Alvar,1559.351,9,GL_alvar,1,1,1,7,0,0,0,3.817106774,-0.11170334,7
NAP-ASS,NAP-ASS_38,7,Alvar,1559.351,10,GL_alvar,1,1,0,0,0,0,0,3.817106774,-0.11170334,0
NAP-ASS,NAP-ASS_38,8,Alvar,1559.351,10,GL_alvar,1,1,0,0,0,0,0,3.817106774,-0.11170334,0
NAP-ASS,NAP-ASS_38,9,Alvar,1559.351,13,GL_alvar,1,1,1,7,0,0,0,3.817106774,-0.11170334,7
NAP-ASS,NAP-ASS_6,1,Alvar,1559.351,14,GL_alvar,1,1,1,8,0,0,0,3.817106774,-0.11170334,8
NAP-ASS,NAP-ASS_6,12,Alvar,1559.351,14,GL_alvar,1,1,1,3,0,0,0,3.817106774,-0.11170334,3
NAP-ASS,NAP-ASS_6,2,Alvar,1559.351,19,GL_alvar,1,1,1,11,0,0,0,3.817106774,-0.11170334,11
NAP-ASS,NAP-ASS_6,3,Alvar,1559.351,17,GL_alvar,1,1,0,0,0,0,0,3.817106774,-0.11170334,0
NAP-ASS,NAP-ASS_6,5,Alvar,1559.351,13,GL_alvar,1,1,1,12,0,0,0,3.817106774,-0.11170334,12
NAP-ASS,NAP-ASS_6,6,Alvar,1559.351,12,GL_alvar,1,1,1,21,0,0,0,3.817106774,-0.11170334,21
NAP-ASS,NAP-ASS_6,8,Alvar,1559.351,12,GL_alvar,1,1,1,1,0,0,0,3.817106774,-0.11170334,1
NAP-ASS,NAP-ASS_6,9,Alvar,1559.351,12,GL_alvar,1,1,1,20,0,0,0,3.817106774,-0.11170334,20
NAP-ASS,NAP-ASS_9,11,Alvar,1559.351,11,GL_alvar,1,1,0,0,0,0,0,3.817106774,-0.11170334,0
NAP-ASS,NAP-ASS_9,2,Alvar,1559.351,11,GL_alvar,1,1,0,0,0,0,0,3.817106774,-0.11170334,0
NAP-ASS,NAP-ASS_9,3,Alvar,1559.351,12,GL_alvar,1,1,0,0,0,0,0,3.817106774,-0.11170334,0
NAP-ASS,NAP-ASS_9,8,Alvar,1559.351,12,GL_alvar,1,1,1,10,0,0,0,3.817106774,-0.11170334,10
NAP-CE,NAP-CE_14,1,Alvar,1551.28,9,GL_alvar,1,1,0,0,0,0,0,3.619135193,0.318110509,0
NAP-CE,NAP-CE_14,12,Alvar,1551.28,12,GL_alvar,1,1,0,0,0,0,0,3.619135193,0.318110509,0
NAP-CE,NAP-CE_14,4,Alvar,1551.28,10,GL_alvar,1,1,0,0,0,0,0,3.619135193,0.318110509,0
NAP-CE,NAP-CE_14,9,Alvar,1551.28,10,GL_alvar,1,1,0,0,0,0,0,3.619135193,0.318110509,0
NAP-CE,NAP-CE_19,1,Alvar,1551.28,9,GL_alvar,1,1,0,0,0,0,0,3.619135193,0.318110509,0
NAP-CE,NAP-CE_19,10,Alvar,1551.28,9,GL_alvar,1,1,1,8,0,0,0,3.619135193,0.318110509,8
NAP-CE,NAP-CE_19,12,Alvar,1551.28,10,GL_alvar,1,0,0,0,0,0,0,3.619135193,0.318110509,0
NAP-CE,NAP-CE_19,3,Alvar,1551.28,10,GL_alvar,1,1,0,0,0,0,0,3.619135193,0.318110509,0
NAP-CE,NAP-CE_19,4,Alvar,1551.28,12,GL_alvar,1,1,1,1,0,0,0,3.619135193,0.318110509,1
NAP-CE,NAP-CE_19,6,Alvar,1551.28,10,GL_alvar,1,1,0,0,0,0,0,3.619135193,0.318110509,0
NAP-CE,NAP-CE_19,7,Alvar,1551.28,9,GL_alvar,1,1,0,0,0,0,0,3.619135193,0.318110509,0
NAP-CE,NAP-CE_2,10,Alvar,1551.28,16,GL_alvar,1,1,0,0,0,0,0,3.619135193,0.318110509,0
NAP-CE,NAP-CE_2,12,Alvar,1551.28,17,GL_alvar,1,0,0,0,0,0,0,3.619135193,0.318110509,0
NAP-CE,NAP-CE_2,2,Alvar,1551.28,10,GL_alvar,1,1,0,0,0,0,0,3.619135193,0.318110509,0
NAP-CE,NAP-CE_2,5,Alvar,1551.28,15,GL_alvar,1,1,0,0,0,0,0,3.619135193,0.318110509,0
NAP-CE,NAP-CE_2,8,Alvar,1551.28,8,GL_alvar,1,1,0,0,0,0,0,3.619135193,0.318110509,0
NAP-CE,NAP-CE_2,9,Alvar,1551.28,10,GL_alvar,1,1,0,0,0,0,0,3.619135193,0.318110509,0
NAP-CE,NAP-CE_23,10,Alvar,1551.28,15,GL_alvar,1,1,0,0,0,0,0,3.619135193,0.318110509,0
NAP-CE,NAP-CE_23,11,Alvar,1551.28,12,GL_alvar,1,1,0,0,0,0,0,3.619135193,0.318110509,0
NAP-CE,NAP-CE_23,12,Alvar,1551.28,13,GL_alvar,1,1,0,0,0,0,0,3.619135193,0.318110509,0
NAP-CE,NAP-CE_23,3,Alvar,1551.28,12,GL_alvar,1,1,0,0,0,0,0,3.619135193,0.318110509,0
NAP-CE,NAP-CE_23,4,Alvar,1551.28,21,GL_alvar,1,1,0,0,0,0,0,3.619135193,0.318110509,0
NAP-CE,NAP-CE_23,5,Alvar,1551.28,12,GL_alvar,1,1,0,0,0,0,0,3.619135193,0.318110509,0
NAP-CE,NAP-CE_23,6,Alvar,1551.28,16,GL_alvar,1,1,0,0,0,0,0,3.619135193,0.318110509,0
NAP-CE,NAP-CE_23,7,Alvar,1551.28,12,GL_alvar,1,1,0,0,0,0,0,3.619135193,0.318110509,0
NAP-CE,NAP-CE_23,9,Alvar,1551.28,9,GL_alvar,1,1,0,0,0,0,0,3.619135193,0.318110509,0
NAP-CE,NAP-CE_24,10,Alvar,1551.28,9,GL_alvar,1,1,1,2,0,0,0,3.619135193,0.318110509,2
NAP-CE,NAP-CE_24,11,Alvar,1551.28,11,GL_alvar,1,1,0,0,0,0,0,3.619135193,0.318110509,0
NAP-CE,NAP-CE_24,12,Alvar,1551.28,9,GL_alvar,1,1,0,0,0,0,0,3.619135193,0.318110509,0
NAP-CE,NAP-CE_24,2,Alvar,1551.28,13,GL_alvar,1,1,0,0,0,0,0,3.619135193,0.318110509,0
NAP-CE,NAP-CE_24,5,Alvar,1551.28,9,GL_alvar,1,1,1,3,0,0,0,3.619135193,0.318110509,3
NAP-CE,NAP-CE_24,8,Alvar,1551.28,9,GL_alvar,1,1,1,12,0,0,0,3.619135193,0.318110509,12
NAP-CE,NAP-CE_24,9,Alvar,1551.28,10,GL_alvar,1,1,0,0,0,0,0,3.619135193,0.318110509,0
NAP-CE,NAP-CE_29,1,Alvar,1551.28,10,GL_alvar,1,1,1,4,0,0,0,3.619135193,0.318110509,4
NAP-CE,NAP-CE_29,11,Alvar,1551.28,13,GL_alvar,1,1,1,29,0,0,0,3.619135193,0.318110509,29
NAP-CE,NAP-CE_29,12,Alvar,1551.28,12,GL_alvar,1,1,1,21,0,0,0,3.619135193,0.318110509,21
NAP-CE,NAP-CE_29,2,Alvar,1551.28,10,GL_alvar,1,1,1,2,0,0,0,3.619135193,0.318110509,2
NAP-CE,NAP-CE_29,3,Alvar,1551.28,12,GL_alvar,1,1,1,14,0,0,0,3.619135193,0.318110509,14
NAP-CE,NAP-CE_29,5,Alvar,1551.28,10,GL_alvar,1,1,0,0,0,0,0,3.619135193,0.318110509,0
NAP-CE,NAP-CE_29,6,Alvar,1551.28,11,GL_alvar,1,1,0,0,0,0,0,3.619135193,0.318110509,0
NAP-CE,NAP-CE_29,8,Alvar,1551.28,11,GL_alvar,1,1,0,0,0,0,0,3.619135193,0.318110509,0
NAP-CE,NAP-CE_29,9,Alvar,1551.28,11,GL_alvar,1,1,1,18,0,0,0,3.619135193,0.318110509,18
NAP-CE,NAP-CE_33,1,Alvar,1551.28,9,GL_alvar,1,1,1,3,0,0,0,3.619135193,0.318110509,3
NAP-CE,NAP-CE_33,10,Alvar,1551.28,10,GL_alvar,1,1,0,0,0,0,0,3.619135193,0.318110509,0
NAP-CE,NAP-CE_33,11,Alvar,1551.28,9,GL_alvar,1,1,1,7,0,0,0,3.619135193,0.318110509,7
NAP-CE,NAP-CE_33,12,Alvar,1551.28,9,GL_alvar,1,1,1,4,0,0,0,3.619135193,0.318110509,4
NAP-CE,NAP-CE_33,2,Alvar,1551.28,10,GL_alvar,1,1,1,10,0,0,0,3.619135193,0.318110509,10
NAP-CE,NAP-CE_33,3,Alvar,1551.28,12,GL_alvar,1,1,1,8,0,0,0,3.619135193,0.318110509,8
NAP-CE,NAP-CE_33,4,Alvar,1551.28,12,GL_alvar,1,1,1,4,0,0,0,3.619135193,0.318110509,4
NAP-CE,NAP-CE_33,5,Alvar,1551.28,8,GL_alvar,1,1,0,0,0,0,0,3.619135193,0.318110509,0
NAP-CE,NAP-CE_33,6,Alvar,1551.28,8,GL_alvar,1,1,0,0,0,0,0,3.619135193,0.318110509,0
NAP-CE,NAP-CE_33,7,Alvar,1551.28,17,GL_alvar,1,1,1,3,0,0,0,3.619135193,0.318110509,3
NAP-CE,NAP-CE_33,8,Alvar,1551.28,10,GL_alvar,1,1,1,2,0,0,0,3.619135193,0.318110509,2
NAP-CE,NAP-CE_33,9,Alvar,1551.28,11,GL_alvar,1,1,0,0,0,0,0,3.619135193,0.318110509,0
NAP-CE,NAP-CE_6,11,Alvar,1551.28,10,GL_alvar,1,1,0,0,0,0,0,3.619135193,0.318110509,0
NAP-CE,NAP-CE_6,12,Alvar,1551.28,14,GL_alvar,1,1,0,0,0,0,0,3.619135193,0.318110509,0
NAP-CE,NAP-CE_6,2,Alvar,1551.28,11,GL_alvar,1,1,1,1,0,0,0,3.619135193,0.318110509,1
NAP-CE,NAP-CE_6,4,Alvar,1551.28,10,GL_alvar,1,1,0,0,0,0,0,3.619135193,0.318110509,0
NAP-CE,NAP-CE_6,6,Alvar,1551.28,13,GL_alvar,1,1,1,4,0,0,0,3.619135193,0.318110509,4
NAP-CE,NAP-CE_6,7,Alvar,1551.28,11,GL_alvar,1,1,0,0,0,0,0,3.619135193,0.318110509,0
NAP-CE,NAP-CE_7,1,Alvar,1551.28,13,GL_alvar,1,1,0,0,0,0,0,3.619135193,0.318110509,0
NAP-CE,NAP-CE_7,10,Alvar,1551.28,10,GL_alvar,1,1,1,16,0,0,0,3.619135193,0.318110509,16
NAP-CE,NAP-CE_7,11,Alvar,1551.28,10,GL_alvar,1,1,0,0,0,0,0,3.619135193,0.318110509,0
NAP-CE,NAP-CE_7,12,Alvar,1551.28,10,GL_alvar,1,1,0,0,0,0,0,3.619135193,0.318110509,0
NAP-CE,NAP-CE_7,2,Alvar,1551.28,9,GL_alvar,1,1,0,0,0,0,0,3.619135193,0.318110509,0
NAP-CE,NAP-CE_7,3,Alvar,1551.28,13,GL_alvar,1,1,0,0,0,0,0,3.619135193,0.318110509,0
NAP-CE,NAP-CE_7,4,Alvar,1551.28,10,GL_alvar,1,1,0,0,0,0,0,3.619135193,0.318110509,0
NAP-CE,NAP-CE_7,5,Alvar,1551.28,9,GL_alvar,1,1,1,6,0,0,0,3.619135193,0.318110509,6
NAP-CE,NAP-CE_7,6,Alvar,1551.28,18,GL_alvar,1,1,0,0,0,0,0,3.619135193,0.318110509,0
NAP-CE,NAP-CE_7,7,Alvar,1551.28,16,GL_alvar,1,1,0,0,0,0,0,3.619135193,0.318110509,0
NAP-CE,NAP-CE_7,8,Alvar,1551.28,12,GL_alvar,1,1,0,0,0,0,0,3.619135193,0.318110509,0
NAP-CE,NAP-CE_7,9,Alvar,1551.28,12,GL_alvar,1,1,0,0,0,0,0,3.619135193,0.318110509,0
NAP-SCH,NAP-SCH_11,10,Alvar,1542.945,9,GL_alvar,1,1,0,0,0,0,0,3.589501255,0.376837829,0
NAP-SCH,NAP-SCH_11,11,Alvar,1542.945,9,GL_alvar,1,1,0,0,0,0,0,3.589501255,0.376837829,0
NAP-SCH,NAP-SCH_11,12,Alvar,1542.945,8,GL_alvar,1,1,1,3,0,0,0,3.589501255,0.376837829,3
NAP-SCH,NAP-SCH_11,2,Alvar,1542.945,10,GL_alvar,1,1,0,0,0,0,0,3.589501255,0.376837829,0
NAP-SCH,NAP-SCH_11,4,Alvar,1542.945,9,GL_alvar,1,1,1,10,0,0,0,3.589501255,0.376837829,10
NAP-SCH,NAP-SCH_11,5,Alvar,1542.945,8,GL_alvar,1,1,0,0,0,0,0,3.589501255,0.376837829,0
NAP-SCH,NAP-SCH_11,6,Alvar,1542.945,8,GL_alvar,1,1,1,1,0,0,0,3.589501255,0.376837829,1
NAP-SCH,NAP-SCH_11,7,Alvar,1542.945,9,GL_alvar,1,1,0,0,0,0,0,3.589501255,0.376837829,0
NAP-SCH,NAP-SCH_11,8,Alvar,1542.945,9,GL_alvar,1,1,0,0,0,0,0,3.589501255,0.376837829,0
NAP-SCH,NAP-SCH_11,9,Alvar,1542.945,9,GL_alvar,1,1,0,0,0,0,0,3.589501255,0.376837829,0
NAP-SCH,NAP-SCH_14,1,Alvar,1542.945,9,GL_alvar,1,1,1,24,0,0,0,3.589501255,0.376837829,24
NAP-SCH,NAP-SCH_14,10,Alvar,1542.945,12,GL_alvar,1,1,1,1,0,0,0,3.589501255,0.376837829,1
NAP-SCH,NAP-SCH_14,2,Alvar,1542.945,15,GL_alvar,1,1,0,0,0,0,0,3.589501255,0.376837829,0
NAP-SCH,NAP-SCH_14,4,Alvar,1542.945,14,GL_alvar,1,1,0,0,0,0,0,3.589501255,0.376837829,0
NAP-SCH,NAP-SCH_17,1,Alvar,1542.945,11,GL_alvar,1,1,0,0,0,0,0,3.589501255,0.376837829,0
NAP-SCH,NAP-SCH_17,10,Alvar,1542.945,9,GL_alvar,1,1,0,0,0,0,0,3.589501255,0.376837829,0
NAP-SCH,NAP-SCH_17,11,Alvar,1542.945,12,GL_alvar,1,1,0,0,0,0,0,3.589501255,0.376837829,0
NAP-SCH,NAP-SCH_17,3,Alvar,1542.945,12,GL_alvar,1,1,0,0,0,0,0,3.589501255,0.376837829,0
NAP-SCH,NAP-SCH_17,5,Alvar,1542.945,10,GL_alvar,1,1,0,0,0,0,0,3.589501255,0.376837829,0
NAP-SCH,NAP-SCH_17,7,Alvar,1542.945,12,GL_alvar,1,1,0,0,0,0,0,3.589501255,0.376837829,0
NAP-SCH,NAP-SCH_17,8,Alvar,1542.945,11,GL_alvar,1,1,0,0,0,0,0,3.589501255,0.376837829,0
NAP-SCH,NAP-SCH_17,9,Alvar,1542.945,11,GL_alvar,1,1,0,0,0,0,0,3.589501255,0.376837829,0
NAP-SCH,NAP-SCH_20,10,Alvar,1542.945,8,GL_alvar,1,1,1,3,0,0,0,3.589501255,0.376837829,3
NAP-SCH,NAP-SCH_20,12,Alvar,1542.945,9,GL_alvar,1,1,0,0,0,0,0,3.589501255,0.376837829,0
NAP-SCH,NAP-SCH_20,2,Alvar,1542.945,8,GL_alvar,1,1,0,0,0,0,0,3.589501255,0.376837829,0
NAP-SCH,NAP-SCH_20,3,Alvar,1542.945,10,GL_alvar,1,1,0,0,0,0,0,3.589501255,0.376837829,0
NAP-SCH,NAP-SCH_20,4,Alvar,1542.945,11,GL_alvar,1,1,0,0,0,0,0,3.589501255,0.376837829,0
NAP-SCH,NAP-SCH_20,5,Alvar,1542.945,8,GL_alvar,1,1,0,0,0,0,0,3.589501255,0.376837829,0
NAP-SCH,NAP-SCH_20,6,Alvar,1542.945,10,GL_alvar,1,1,0,0,0,0,0,3.589501255,0.376837829,0
NAP-SCH,NAP-SCH_20,7,Alvar,1542.945,8,GL_alvar,1,1,1,1,0,0,0,3.589501255,0.376837829,1
NAP-SCH,NAP-SCH_20,9,Alvar,1542.945,9,GL_alvar,1,1,0,0,0,0,0,3.589501255,0.376837829,0
NAP-SCH,NAP-SCH_23,1,Alvar,1542.945,11,GL_alvar,1,1,1,1,0,0,0,3.589501255,0.376837829,1
NAP-SCH,NAP-SCH_23,10,Alvar,1542.945,12,GL_alvar,1,1,1,9,0,0,0,3.589501255,0.376837829,9
NAP-SCH,NAP-SCH_23,11,Alvar,1542.945,12,GL_alvar,1,1,0,0,0,0,0,3.589501255,0.376837829,0
NAP-SCH,NAP-SCH_23,12,Alvar,1542.945,9,GL_alvar,1,1,0,0,0,0,0,3.589501255,0.376837829,0
NAP-SCH,NAP-SCH_23,2,Alvar,1542.945,11,GL_alvar,1,1,0,0,0,0,0,3.589501255,0.376837829,0
NAP-SCH,NAP-SCH_23,3,Alvar,1542.945,11,GL_alvar,1,1,1,5,0,0,0,3.589501255,0.376837829,5
NAP-SCH,NAP-SCH_23,4,Alvar,1542.945,10,GL_alvar,1,1,0,0,0,0,0,3.589501255,0.376837829,0
NAP-SCH,NAP-SCH_23,5,Alvar,1542.945,9,GL_alvar,1,1,1,5,0,0,0,3.589501255,0.376837829,5
NAP-SCH,NAP-SCH_23,7,Alvar,1542.945,10,GL_alvar,1,1,0,0,0,0,0,3.589501255,0.376837829,0
NAP-SCH,NAP-SCH_23,8,Alvar,1542.945,11,GL_alvar,1,1,0,0,0,0,0,3.589501255,0.376837829,0
