Population,Family.Unique,Block.ID,HabitatType,Dist.from.cg.km,No.Days.to.Germ,Region,Germination.Y.N,Survival.Y.N,Flower.Y.N.2016,No.Flowers.2016,Fruit.Y.N.2016,No.Fruit.2016,sm,PC1,PC2,flw.no2016
MAN-KIP,MAN-KIP_4,12,Alvar,1071.794,19,GL_alvar,1,1,1,12,0,0,0,1.899202381,2.000344802,12
MAN-KIP,MAN-KIP_9,3,Alvar,1071.794,13,GL_alvar,1,1,1,1,0,0,0,1.899202381,2.000344802,1
MAN-KIP,MAN-KIP_9,4,Alvar,1071.794,10,GL_alvar,1,1,0,0,0,0,0,1.899202381,2.000344802,0
MAN-KIP,MAN-KIP_4,3,Alvar,1071.794,14,GL_alvar,1,1,0,0,0,0,0,1.899202381,2.000344802,0
MAN-KIP,MAN-KIP_4,4,Alvar,1071.794,20,GL_alvar,1,1,0,0,0,0,0,1.899202381,2.000344802,0
MAN-KIP,MAN-KIP_4,5,Alvar,1071.794,14,GL_alvar,1,1,0,0,0,0,0,1.899202381,2.000344802,0
MAN-KIP,MAN-KIP_4,6,Alvar,1071.794,15,GL_alvar,1,1,1,13,0,0,0,1.899202381,2.000344802,13
MAN-KIP,MAN-KIP_4,7,Alvar,1071.794,18,GL_alvar,1,1,1,6,0,0,0,1.899202381,2.000344802,6
MAN-KIP,MAN-KIP_4,9,Alvar,1071.794,15,GL_alvar,1,1,0,0,0,0,0,1.899202381,2.000344802,0
MAN-KIP,MAN-KIP_9,1,Alvar,1071.794,13,GL_alvar,1,1,0,0,0,0,0,1.899202381,2.000344802,0
MAN-KIP,MAN-KIP_9,10,Alvar,1071.794,9,GL_alvar,1,1,1,1,1,1,0,1.899202381,2.000344802,1
MAN-KIP,MAN-KIP_9,11,Alvar,1071.794,14,GL_alvar,1,1,0,0,0,0,0,1.899202381,2.000344802,0
MAN-KIP,MAN-KIP_9,12,Alvar,1071.794,12,GL_alvar,1,1,0,0,0,0,0,1.899202381,2.000344802,0
MAN-KIP,MAN-KIP_9,2,Alvar,1071.794,11,GL_alvar,1,1,0,0,0,0,0,1.899202381,2.000344802,0
MAN-KIP,MAN-KIP_4,11,Alvar,1071.794,14,GL_alvar,1,1,1,4,0,0,0,1.899202381,2.000344802,4
MAN-KIP,MAN-KIP_11,1,Alvar,1071.794,13,GL_alvar,1,1,1,2,0,0,0,1.899202381,2.000344802,2
MAN-KIP,MAN-KIP_11,10,Alvar,1071.794,19,GL_alvar,1,1,1,5,0,0,0,1.899202381,2.000344802,5
MAN-KIP,MAN-KIP_11,11,Alvar,1071.794,11,GL_alvar,1,1,0,0,0,0,0,1.899202381,2.000344802,0
MAN-KIP,MAN-KIP_11,12,Alvar,1071.794,11,GL_alvar,1,1,1,1,0,0,0,1.899202381,2.000344802,1
MAN-KIP,MAN-KIP_11,2,Alvar,1071.794,11,GL_alvar,1,1,1,2,0,0,0,1.899202381,2.000344802,2
MAN-KIP,MAN-KIP_11,3,Alvar,1071.794,9,GL_alvar,1,1,1,1,0,0,0,1.899202381,2.000344802,1
MAN-KIP,MAN-KIP_11,4,Alvar,1071.794,12,GL_alvar,1,1,1,1,0,0,0,1.899202381,2.000344802,1
MAN-KIP,MAN-KIP_11,5,Alvar,1071.794,11,GL_alvar,1,1,1,1,0,0,0,1.899202381,2.000344802,1
MAN-KIP,MAN-KIP_11,6,Alvar,1071.794,10,GL_alvar,1,1,1,4,0,0,0,1.899202381,2.000344802,4
MAN-KIP,MAN-KIP_11,7,Alvar,1071.794,11,GL_alvar,1,1,0,0,0,0,0,1.899202381,2.000344802,0
MAN-KIP,MAN-KIP_11,8,Alvar,1071.794,11,GL_alvar,1,1,0,0,0,0,0,1.899202381,2.000344802,0
MAN-KIP,MAN-KIP_11,9,Alvar,1071.794,9,GL_alvar,1,1,1,1,0,0,0,1.899202381,2.000344802,1
MAN-KIP,MAN-KIP_15,10,Alvar,1071.794,9,GL_alvar,1,1,1,8,0,0,0,1.899202381,2.000344802,8
MAN-KIP,MAN-KIP_15,11,Alvar,1071.794,9,GL_alvar,1,1,1,2,0,0,0,1.899202381,2.000344802,2
MAN-KIP,MAN-KIP_15,12,Alvar,1071.794,12,GL_alvar,1,1,0,0,0,0,0,1.899202381,2.000344802,0
MAN-KIP,MAN-KIP_15,2,Alvar,1071.794,15,GL_alvar,1,1,0,0,0,0,0,1.899202381,2.000344802,0
MAN-KIP,MAN-KIP_15,3,Alvar,1071.794,16,GL_alvar,1,1,0,0,0,0,0,1.899202381,2.000344802,0
MAN-KIP,MAN-KIP_15,4,Alvar,1071.794,12,GL_alvar,1,1,0,0,0,0,0,1.899202381,2.000344802,0
MAN-KIP,MAN-KIP_15,5,Alvar,1071.794,9,GL_alvar,1,1,1,5,0,0,0,1.899202381,2.000344802,5
MAN-KIP,MAN-KIP_15,6,Alvar,1071.794,9,GL_alvar,1,1,1,3,0,0,0,1.899202381,2.000344802,3
MAN-KIP,MAN-KIP_15,7,Alvar,1071.794,14,GL_alvar,1,1,0,0,0,0,0,1.899202381,2.000344802,0
MAN-KIP,MAN-KIP_15,8,Alvar,1071.794,9,GL_alvar,1,1,1,10,0,0,0,1.899202381,2.000344802,10
MAN-KIP,MAN-KIP_16,10,Alvar,1071.794,10,GL_alvar,1,1,1,1,0,0,0,1.899202381,2.000344802,1
MAN-KIP,MAN-KIP_16,11,Alvar,1071.794,10,GL_alvar,1,1,0,0,0,0,0,1.899202381,2.000344802,0
MAN-KIP,MAN-KIP_16,12,Alvar,1071.794,13,GL_alvar,1,1,1,4,0,0,0,1.899202381,2.000344802,4
MAN-KIP,MAN-KIP_16,2,Alvar,1071.794,11,GL_alvar,1,1,1,1,0,0,0,1.899202381,2.000344802,1
MAN-KIP,MAN-KIP_16,3,Alvar,1071.794,14,GL_alvar,1,1,1,7,0,0,0,1.899202381,2.000344802,7
MAN-KIP,MAN-KIP_16,4,Alvar,1071.794,11,GL_alvar,1,1,0,0,0,0,0,1.899202381,2.000344802,0
MAN-KIP,MAN-KIP_16,5,Alvar,1071.794,11,GL_alvar,1,1,0,0,0,0,0,1.899202381,2.000344802,0
MAN-KIP,MAN-KIP_16,6,Alvar,1071.794,13,GL_alvar,1,1,0,0,0,0,0,1.899202381,2.000344802,0
MAN-KIP,MAN-KIP_16,7,Alvar,1071.794,17,GL_alvar,1,1,0,0,0,0,0,1.899202381,2.000344802,0
MAN-KIP,MAN-KIP_16,9,Alvar,1071.794,10,GL_alvar,1,1,1,1,0,0,0,1.899202381,2.000344802,1
MAN-KIP,MAN-KIP_24,1,Alvar,1071.794,15,GL_alvar,1,1,0,0,0,0,0,1.899202381,2.000344802,0
MAN-KIP,MAN-KIP_24,10,Alvar,1071.794,12,GL_alvar,1,1,0,0,0,0,0,1.899202381,2.000344802,0
MAN-KIP,MAN-KIP_24,11,Alvar,1071.794,14,GL_alvar,1,1,1,1,0,0,0,1.899202381,2.000344802,1
MAN-KIP,MAN-KIP_24,12,Alvar,1071.794,10,GL_alvar,1,1,1,1,0,0,0,1.899202381,2.000344802,1
MAN-KIP,MAN-KIP_24,2,Alvar,1071.794,8,GL_alvar,1,1,1,7,0,0,0,1.899202381,2.000344802,7
MAN-KIP,MAN-KIP_24,3,Alvar,1071.794,9,GL_alvar,1,1,0,0,0,0,0,1.899202381,2.000344802,0
MAN-KIP,MAN-KIP_24,4,Alvar,1071.794,10,GL_alvar,1,1,0,0,0,0,0,1.899202381,2.000344802,0
MAN-KIP,MAN-KIP_24,5,Alvar,1071.794,10,GL_alvar,1,1,0,0,0,0,0,1.899202381,2.000344802,0
MAN-KIP,MAN-KIP_24,7,Alvar,1071.794,9,GL_alvar,1,1,0,0,0,0,0,1.899202381,2.000344802,0
MAN-KIP,MAN-KIP_24,8,Alvar,1071.794,10,GL_alvar,1,1,0,0,0,0,0,1.899202381,2.000344802,0
MAN-KIP,MAN-KIP_24,9,Alvar,1071.794,8,GL_alvar,1,1,0,0,0,0,0,1.899202381,2.000344802,0
MAN-KIP,MAN-KIP_28,1,Alvar,1071.794,14,GL_alvar,1,1,1,11,1,2,10,1.899202381,2.000344802,11
MAN-KIP,MAN-KIP_28,10,Alvar,1071.794,8,GL_alvar,1,1,1,11,0,0,0,1.899202381,2.000344802,11
MAN-KIP,MAN-KIP_28,11,Alvar,1071.794,15,GL_alvar,1,1,0,0,0,0,0,1.899202381,2.000344802,0
MAN-KIP,MAN-KIP_28,12,Alvar,1071.794,12,GL_alvar,1,1,1,5,0,0,0,1.899202381,2.000344802,5
MAN-KIP,MAN-KIP_28,3,Alvar,1071.794,14,GL_alvar,1,1,1,3,0,0,0,1.899202381,2.000344802,3
MAN-KIP,MAN-KIP_28,4,Alvar,1071.794,11,GL_alvar,1,1,0,0,0,0,0,1.899202381,2.000344802,0
MAN-KIP,MAN-KIP_28,5,Alvar,1071.794,19,GL_alvar,1,1,1,1,0,0,0,1.899202381,2.000344802,1
MAN-KIP,MAN-KIP_28,7,Alvar,1071.794,11,GL_alvar,1,1,1,18,0,0,0,1.899202381,2.000344802,18
MAN-KIP,MAN-KIP_28,8,Alvar,1071.794,17,GL_alvar,1,1,0,0,0,0,0,1.899202381,2.000344802,0
MAN-KIP,MAN-KIP_28,9,Alvar,1071.794,12,GL_alvar,1,1,0,0,0,0,0,1.899202381,2.000344802,0
MAN-KIP,MAN-KIP_32,7,Alvar,1071.794,12,GL_alvar,1,1,0,0,0,0,0,1.899202381,2.000344802,0
MAN-KIP,MAN-KIP_32,9,Alvar,1071.794,9,GL_alvar,1,1,0,0,0,0,0,1.899202381,2.000344802,0
MAN-KIP,MAN-KIP_35,1,Alvar,1071.794,8,GL_alvar,1,1,0,0,0,0,0,1.899202381,2.000344802,0
MAN-KIP,MAN-KIP_35,10,Alvar,1071.794,11,GL_alvar,1,1,1,6,0,0,0,1.899202381,2.000344802,6
MAN-KIP,MAN-KIP_35,11,Alvar,1071.794,10,GL_alvar,1,1,0,0,0,0,0,1.899202381,2.000344802,0
MAN-KIP,MAN-KIP_35,12,Alvar,1071.794,8,GL_alvar,1,1,0,0,0,0,0,1.899202381,2.000344802,0
MAN-KIP,MAN-KIP_35,2,Alvar,1071.794,9,GL_alvar,1,1,0,0,0,0,0,1.899202381,2.000344802,0
MAN-KIP,MAN-KIP_35,3,Alvar,1071.794,9,GL_alvar,1,1,0,0,0,0,0,1.899202381,2.000344802,0
MAN-KIP,MAN-KIP_35,4,Alvar,1071.794,8,GL_alvar,1,1,0,0,0,0,0,1.899202381,2.000344802,0
MAN-KIP,MAN-KIP_35,5,Alvar,1071.794,8,GL_alvar,1,1,1,2,0,0,0,1.899202381,2.000344802,2
MAN-KIP,MAN-KIP_35,6,Alvar,1071.794,10,GL_alvar,1,1,0,0,0,0,0,1.899202381,2.000344802,0
MAN-KIP,MAN-KIP_35,7,Alvar,1071.794,8,GL_alvar,1,1,0,0,0,0,0,1.899202381,2.000344802,0
MAN-KIP,MAN-KIP_35,8,Alvar,1071.794,8,GL_alvar,1,1,1,15,0,0,0,1.899202381,2.000344802,15
MAN-KIP,MAN-KIP_37,1,Alvar,1071.794,13,GL_alvar,1,1,1,2,0,0,0,1.899202381,2.000344802,2
MAN-KIP,MAN-KIP_37,10,Alvar,1071.794,10,GL_alvar,1,1,1,10,0,0,0,1.899202381,2.000344802,10
MAN-KIP,MAN-KIP_37,11,Alvar,1071.794,11,GL_alvar,1,1,0,0,0,0,0,1.899202381,2.000344802,0
MAN-KIP,MAN-KIP_37,12,Alvar,1071.794,11,GL_alvar,1,1,0,0,0,0,0,1.899202381,2.000344802,0
MAN-KIP,MAN-KIP_37,2,Alvar,1071.794,12,GL_alvar,1,1,0,0,0,0,0,1.899202381,2.000344802,0
MAN-KIP,MAN-KIP_37,3,Alvar,1071.794,12,GL_alvar,1,1,1,1,0,0,0,1.899202381,2.000344802,1
MAN-KIP,MAN-KIP_37,4,Alvar,1071.794,10,GL_alvar,1,1,0,0,0,0,0,1.899202381,2.000344802,0
MAN-KIP,MAN-KIP_37,5,Alvar,1071.794,16,GL_alvar,1,1,1,2,0,0,0,1.899202381,2.000344802,2
MAN-KIP,MAN-KIP_37,6,Alvar,1071.794,11,GL_alvar,1,1,0,0,0,0,0,1.899202381,2.000344802,0
MAN-KIP,MAN-KIP_37,7,Alvar,1071.794,14,GL_alvar,1,1,1,12,0,0,0,1.899202381,2.000344802,12
MAN-KIP,MAN-KIP_37,8,Alvar,1071.794,17,GL_alvar,1,1,0,0,0,0,0,1.899202381,2.000344802,0
MAN-KIP,MAN-KIP_37,9,Alvar,1071.794,13,GL_alvar,1,1,0,0,0,0,0,1.899202381,2.000344802,0
MAN-KIP,MAN-KIP_4,1,Alvar,1071.794,15,GL_alvar,1,1,0,0,0,0,0,1.899202381,2.000344802,0
MAN-KIP,MAN-KIP_4,10,Alvar,1071.794,14,GL_alvar,1,1,0,0,0,0,0,1.899202381,2.000344802,0
MAN-KIP,MAN-KIP_9,5,Alvar,1071.794,12,GL_alvar,1,1,0,0,0,0,0,1.899202381,2.000344802,0
MAN-KIP,MAN-KIP_9,6,Alvar,1071.794,11,GL_alvar,1,1,0,0,0,0,0,1.899202381,2.000344802,0
MAN-KIP,MAN-KIP_9,7,Alvar,1071.794,15,GL_alvar,1,1,0,0,0,0,0,1.899202381,2.000344802,0
MAN-KIP,MAN-KIP_9,8,Alvar,1071.794,12,GL_alvar,1,1,0,0,0,0,0,1.899202381,2.000344802,0
MAN-KIP,MAN-KIP_9,9,Alvar,1071.794,13,GL_alvar,1,1,0,0,0,0,0,1.899202381,2.000344802,0
MAN-LCI,MAN-LCI_12,9,Alvar,1118.294,9,GL_alvar,1,1,0,0,0,0,0,1.264880673,2.706327478,0
MAN-LCI,MAN-LCI_13,1,Alvar,1118.294,9,GL_alvar,1,1,0,0,0,0,0,1.264880673,2.706327478,0
MAN-LCI,MAN-LCI_13,10,Alvar,1118.294,9,GL_alvar,1,1,1,11,0,0,0,1.264880673,2.706327478,11
MAN-LCI,MAN-LCI_12,8,Alvar,1118.294,12,GL_alvar,1,1,1,4,0,0,0,1.264880673,2.706327478,4
MAN-LCI,MAN-LCI_13,6,Alvar,1118.294,8,GL_alvar,1,1,1,7,0,0,0,1.264880673,2.706327478,7
MAN-LCI,MAN-LCI_13,7,Alvar,1118.294,9,GL_alvar,1,1,0,0,0,0,0,1.264880673,2.706327478,0
MAN-LCI,MAN-LCI_13,8,Alvar,1118.294,13,GL_alvar,1,1,1,1,0,0,0,1.264880673,2.706327478,1
MAN-LCI,MAN-LCI_15,1,Alvar,1118.294,11,GL_alvar,1,1,1,3,0,0,0,1.264880673,2.706327478,3
MAN-LCI,MAN-LCI_15,10,Alvar,1118.294,12,GL_alvar,1,1,0,0,0,0,0,1.264880673,2.706327478,0
MAN-LCI,MAN-LCI_15,2,Alvar,1118.294,9,GL_alvar,1,1,1,1,0,0,0,1.264880673,2.706327478,1
MAN-LCI,MAN-LCI_15,3,Alvar,1118.294,12,GL_alvar,1,1,1,3,1,1,27,1.264880673,2.706327478,3
MAN-LCI,MAN-LCI_15,4,Alvar,1118.294,9,GL_alvar,1,1,1,21,0,0,0,1.264880673,2.706327478,21
MAN-LCI,MAN-LCI_13,11,Alvar,1118.294,10,GL_alvar,1,1,0,0,0,0,0,1.264880673,2.706327478,0
MAN-LCI,MAN-LCI_13,2,Alvar,1118.294,11,GL_alvar,1,1,1,1,0,0,0,1.264880673,2.706327478,1
MAN-LCI,MAN-LCI_13,3,Alvar,1118.294,9,GL_alvar,1,1,1,6,0,0,0,1.264880673,2.706327478,6
MAN-LCI,MAN-LCI_13,4,Alvar,1118.294,8,GL_alvar,1,1,1,8,0,0,0,1.264880673,2.706327478,8
MAN-LCI,MAN-LCI_13,5,Alvar,1118.294,10,GL_alvar,1,1,0,0,0,0,0,1.264880673,2.706327478,0
MAN-LCI,MAN-LCI_11,1,Alvar,1118.294,10,GL_alvar,1,1,1,2,0,0,0,1.264880673,2.706327478,2
MAN-LCI,MAN-LCI_11,11,Alvar,1118.294,9,GL_alvar,1,1,0,0,0,0,0,1.264880673,2.706327478,0
MAN-LCI,MAN-LCI_11,12,Alvar,1118.294,9,GL_alvar,1,1,1,3,0,0,0,1.264880673,2.706327478,3
MAN-LCI,MAN-LCI_11,2,Alvar,1118.294,8,GL_alvar,1,1,0,0,0,0,0,1.264880673,2.706327478,0
MAN-LCI,MAN-LCI_11,3,Alvar,1118.294,8,GL_alvar,1,1,0,0,0,0,0,1.264880673,2.706327478,0
MAN-LCI,MAN-LCI_11,5,Alvar,1118.294,10,GL_alvar,1,1,0,0,0,0,0,1.264880673,2.706327478,0
MAN-LCI,MAN-LCI_11,6,Alvar,1118.294,9,GL_alvar,1,1,0,0,0,0,0,1.264880673,2.706327478,0
MAN-LCI,MAN-LCI_11,7,Alvar,1118.294,10,GL_alvar,1,1,0,0,0,0,0,1.264880673,2.706327478,0
MAN-LCI,MAN-LCI_11,8,Alvar,1118.294,9,GL_alvar,1,1,0,0,0,0,0,1.264880673,2.706327478,0
MAN-LCI,MAN-LCI_12,1,Alvar,1118.294,9,GL_alvar,1,1,1,4,0,0,0,1.264880673,2.706327478,4
MAN-LCI,MAN-LCI_12,10,Alvar,1118.294,10,GL_alvar,1,0,0,0,0,0,0,1.264880673,2.706327478,0
MAN-LCI,MAN-LCI_12,11,Alvar,1118.294,10,GL_alvar,1,1,0,0,0,0,0,1.264880673,2.706327478,0
MAN-LCI,MAN-LCI_12,2,Alvar,1118.294,10,GL_alvar,1,1,1,8,0,0,0,1.264880673,2.706327478,8
MAN-LCI,MAN-LCI_12,3,Alvar,1118.294,12,GL_alvar,1,1,0,0,0,0,0,1.264880673,2.706327478,0
MAN-LCI,MAN-LCI_12,4,Alvar,1118.294,11,GL_alvar,1,1,1,6,0,0,0,1.264880673,2.706327478,6
MAN-LCI,MAN-LCI_12,5,Alvar,1118.294,10,GL_alvar,1,1,1,8,0,0,0,1.264880673,2.706327478,8
MAN-LCI,MAN-LCI_12,6,Alvar,1118.294,10,GL_alvar,1,1,0,0,0,0,0,1.264880673,2.706327478,0
MAN-LCI,MAN-LCI_12,7,Alvar,1118.294,12,GL_alvar,1,1,1,3,0,0,0,1.264880673,2.706327478,3
MAN-LCI,MAN-LCI_3,6,Alvar,1118.294,9,GL_alvar,1,1,0,0,0,0,0,1.264880673,2.706327478,0
MAN-LCI,MAN-LCI_3,7,Alvar,1118.294,8,GL_alvar,1,1,0,0,0,0,0,1.264880673,2.706327478,0
MAN-LCI,MAN-LCI_3,8,Alvar,1118.294,11,GL_alvar,1,1,0,0,0,0,0,1.264880673,2.706327478,0
MAN-LCI,MAN-LCI_3,9,Alvar,1118.294,8,GL_alvar,1,1,0,0,0,0,0,1.264880673,2.706327478,0
MAN-LCI,MAN-LCI_8,11,Alvar,1118.294,10,GL_alvar,1,1,0,0,0,0,0,1.264880673,2.706327478,0
MAN-LCI,MAN-LCI_8,12,Alvar,1118.294,10,GL_alvar,1,1,0,0,0,0,0,1.264880673,2.706327478,0
MAN-LCI,MAN-LCI_8,2,Alvar,1118.294,14,GL_alvar,1,1,0,0,0,0,0,1.264880673,2.706327478,0
MAN-LCI,MAN-LCI_8,3,Alvar,1118.294,10,GL_alvar,1,1,0,0,0,0,0,1.264880673,2.706327478,0
MAN-LCI,MAN-LCI_8,4,Alvar,1118.294,10,GL_alvar,1,1,0,0,0,0,0,1.264880673,2.706327478,0
MAN-LCI,MAN-LCI_8,5,Alvar,1118.294,11,GL_alvar,1,1,0,0,0,0,0,1.264880673,2.706327478,0
MAN-LCI,MAN-LCI_8,7,Alvar,1118.294,16,GL_alvar,1,0,0,0,0,0,0,1.264880673,2.706327478,0
MAN-LCI,MAN-LCI_8,8,Alvar,1118.294,17,GL_alvar,1,1,0,0,0,0,0,1.264880673,2.706327478,0
MAN-LCI,MAN-LCI_8,9,Alvar,1118.294,10,GL_alvar,1,1,0,0,0,0,0,1.264880673,2.706327478,0
MAN-LCI,MAN-LCI_9,1,Alvar,1118.294,10,GL_alvar,1,1,0,0,0,0,0,1.264880673,2.706327478,0
MAN-LCI,MAN-LCI_9,10,Alvar,1118.294,9,GL_alvar,1,1,0,0,0,0,0,1.264880673,2.706327478,0
MAN-LCI,MAN-LCI_9,12,Alvar,1118.294,11,GL_alvar,1,1,0,0,0,0,0,1.264880673,2.706327478,0
MAN-LCI,MAN-LCI_9,2,Alvar,1118.294,9,GL_alvar,1,1,0,0,0,0,0,1.264880673,2.706327478,0
MAN-LCI,MAN-LCI_15,5,Alvar,1118.294,9,GL_alvar,1,1,1,10,0,0,0,1.264880673,2.706327478,10
MAN-LCI,MAN-LCI_15,6,Alvar,1118.294,10,GL_alvar,1,1,0,0,0,0,0,1.264880673,2.706327478,0
MAN-LCI,MAN-LCI_15,7,Alvar,1118.294,11,GL_alvar,1,1,0,0,0,0,0,1.264880673,2.706327478,0
MAN-LCI,MAN-LCI_15,8,Alvar,1118.294,10,GL_alvar,1,1,0,0,0,0,0,1.264880673,2.706327478,0
MAN-LCI,MAN-LCI_15,9,Alvar,1118.294,12,GL_alvar,1,1,0,0,0,0,0,1.264880673,2.706327478,0
MAN-LCI,MAN-LCI_2,1,Alvar,1118.294,9,GL_alvar,1,1,0,0,0,0,0,1.264880673,2.706327478,0
MAN-LCI,MAN-LCI_2,10,Alvar,1118.294,9,GL_alvar,1,1,1,5,0,0,0,1.264880673,2.706327478,5
MAN-LCI,MAN-LCI_2,4,Alvar,1118.294,9,GL_alvar,1,1,1,2,0,0,0,1.264880673,2.706327478,2
MAN-LCI,MAN-LCI_2,7,Alvar,1118.294,10,GL_alvar,1,1,1,23,0,0,0,1.264880673,2.706327478,23
MAN-LCI,MAN-LCI_2,8,Alvar,1118.294,11,GL_alvar,1,1,1,1,0,0,0,1.264880673,2.706327478,1
MAN-LCI,MAN-LCI_21,1,Alvar,1118.294,15,GL_alvar,1,1,0,0,0,0,0,1.264880673,2.706327478,0
MAN-LCI,MAN-LCI_21,10,Alvar,1118.294,10,GL_alvar,1,1,1,1,0,0,0,1.264880673,2.706327478,1
MAN-LCI,MAN-LCI_21,5,Alvar,1118.294,13,GL_alvar,1,1,0,0,0,0,0,1.264880673,2.706327478,0
MAN-LCI,MAN-LCI_21,6,Alvar,1118.294,20,GL_alvar,1,0,0,0,0,0,0,1.264880673,2.706327478,0
MAN-LCI,MAN-LCI_21,8,Alvar,1118.294,17,GL_alvar,1,1,0,0,0,0,0,1.264880673,2.706327478,0
MAN-LCI,MAN-LCI_21,9,Alvar,1118.294,14,GL_alvar,1,1,0,0,0,0,0,1.264880673,2.706327478,0
MAN-LCI,MAN-LCI_24,5,Alvar,1118.294,9,GL_alvar,1,1,0,0,0,0,0,1.264880673,2.706327478,0
MAN-LCI,MAN-LCI_24,6,Alvar,1118.294,9,GL_alvar,1,1,1,1,0,0,0,1.264880673,2.706327478,1
MAN-LCI,MAN-LCI_24,9,Alvar,1118.294,11,GL_alvar,1,1,1,1,0,0,0,1.264880673,2.706327478,1
MAN-LCI,MAN-LCI_3,10,Alvar,1118.294,9,GL_alvar,1,1,0,0,0,0,0,1.264880673,2.706327478,0
MAN-LCI,MAN-LCI_3,12,Alvar,1118.294,11,GL_alvar,1,1,1,7,0,0,0,1.264880673,2.706327478,7
MAN-LCI,MAN-LCI_3,2,Alvar,1118.294,12,GL_alvar,1,1,0,0,0,0,0,1.264880673,2.706327478,0
MAN-LCI,MAN-LCI_3,4,Alvar,1118.294,12,GL_alvar,1,1,1,1,0,0,0,1.264880673,2.706327478,1
MAN-LCI,MAN-LCI_9,4,Alvar,1118.294,9,GL_alvar,1,1,1,7,0,0,0,1.264880673,2.706327478,7
MAN-LCI,MAN-LCI_9,5,Alvar,1118.294,12,GL_alvar,1,1,0,0,0,0,0,1.264880673,2.706327478,0
MAN-LCI,MAN-LCI_9,7,Alvar,1118.294,11,GL_alvar,1,1,0,0,0,0,0,1.264880673,2.706327478,0
MAN-LCI,MAN-LCI_9,8,Alvar,1118.294,10,GL_alvar,1,1,1,1,0,0,0,1.264880673,2.706327478,1
MAN-LCI,MAN-LCI_9,9,Alvar,1118.294,10,GL_alvar,1,1,0,0,0,0,0,1.264880673,2.706327478,0
MAN-MIS,MAN-MIS_20,8,Alvar,1056.428,8,GL_alvar,1,1,0,0,0,0,0,1.992726249,1.986901033,0
MAN-MIS,MAN-MIS_20,9,Alvar,1056.428,8,GL_alvar,1,1,0,0,0,0,0,1.992726249,1.986901033,0
MAN-MIS,MAN-MIS_23,1,Alvar,1056.428,12,GL_alvar,1,1,0,0,0,0,0,1.992726249,1.986901033,0
MAN-MIS,MAN-MIS_20,7,Alvar,1056.428,8,GL_alvar,1,1,1,15,0,0,0,1.992726249,1.986901033,15
MAN-MIS,MAN-MIS_23,5,Alvar,1056.428,12,GL_alvar,1,1,1,1,1,1,4,1.992726249,1.986901033,1
MAN-MIS,MAN-MIS_23,6,Alvar,1056.428,10,GL_alvar,1,1,1,9,0,0,0,1.992726249,1.986901033,9
MAN-MIS,MAN-MIS_23,7,Alvar,1056.428,12,GL_alvar,1,1,0,0,0,0,0,1.992726249,1.986901033,0
MAN-MIS,MAN-MIS_23,8,Alvar,1056.428,11,GL_alvar,1,1,1,5,0,0,0,1.992726249,1.986901033,5
MAN-MIS,MAN-MIS_23,9,Alvar,1056.428,9,GL_alvar,1,1,1,5,0,0,0,1.992726249,1.986901033,5
MAN-MIS,MAN-MIS_27,1,Alvar,1056.428,12,GL_alvar,1,1,0,0,0,0,0,1.992726249,1.986901033,0
MAN-MIS,MAN-MIS_27,10,Alvar,1056.428,9,GL_alvar,1,1,1,15,0,0,0,1.992726249,1.986901033,15
MAN-MIS,MAN-MIS_27,2,Alvar,1056.428,8,GL_alvar,1,1,1,6,0,0,0,1.992726249,1.986901033,6
MAN-MIS,MAN-MIS_23,10,Alvar,1056.428,11,GL_alvar,1,1,0,0,0,0,0,1.992726249,1.986901033,0
MAN-MIS,MAN-MIS_23,12,Alvar,1056.428,12,GL_alvar,1,1,0,0,0,0,0,1.992726249,1.986901033,0
MAN-MIS,MAN-MIS_23,2,Alvar,1056.428,11,GL_alvar,1,1,0,0,0,0,0,1.992726249,1.986901033,0
MAN-MIS,MAN-MIS_23,3,Alvar,1056.428,9,GL_alvar,1,1,0,0,0,0,0,1.992726249,1.986901033,0
MAN-MIS,MAN-MIS_23,4,Alvar,1056.428,9,GL_alvar,1,1,1,4,0,0,0,1.992726249,1.986901033,4
MAN-MIS,MAN-MIS_11,1,Alvar,1056.428,8,GL_alvar,1,1,0,0,0,0,0,1.992726249,1.986901033,0
MAN-MIS,MAN-MIS_11,2,Alvar,1056.428,14,GL_alvar,1,1,0,0,0,0,0,1.992726249,1.986901033,0
MAN-MIS,MAN-MIS_11,3,Alvar,1056.428,12,GL_alvar,1,1,0,0,0,0,0,1.992726249,1.986901033,0
MAN-MIS,MAN-MIS_11,4,Alvar,1056.428,14,GL_alvar,1,1,0,0,0,0,0,1.992726249,1.986901033,0
MAN-MIS,MAN-MIS_11,5,Alvar,1056.428,14,GL_alvar,1,1,0,0,0,0,0,1.992726249,1.986901033,0
MAN-MIS,MAN-MIS_11,6,Alvar,1056.428,9,GL_alvar,1,1,0,0,0,0,0,1.992726249,1.986901033,0
MAN-MIS,MAN-MIS_11,7,Alvar,1056.428,12,GL_alvar,1,1,0,0,0,0,0,1.992726249,1.986901033,0
MAN-MIS,MAN-MIS_11,8,Alvar,1056.428,10,GL_alvar,1,1,1,2,0,0,0,1.992726249,1.986901033,2
MAN-MIS,MAN-MIS_11,9,Alvar,1056.428,11,GL_alvar,1,1,0,0,0,0,0,1.992726249,1.986901033,0
MAN-MIS,MAN-MIS_18,1,Alvar,1056.428,11,GL_alvar,1,1,1,4,0,0,0,1.992726249,1.986901033,4
