Population,Family.Unique,Block.ID,HabitatType,Region,Dist.from.cg.km,Germination.Y.N,Survival.Y.N,Surv2017,Surv2018,Flower.Y.N.2016,Flower.Y.N.2017,No.Flowers.2016,Total.Flowers.2017,Fruit.Y.N.2016,Fruit.Y.N.2017,No.Fruit.2016,No.Fruit.2017,sm,sm.2,sm.3,Flowering.Y.N.2018,Total.Flowers.2018,Fruit.Y.N.2018,No.Fruit.2018,sm.tot,No.Days.to.Germ,Dist.from.cg.km.1,PC1,PC2,flw.no2018
CAR-PSR,CAR-PSR_6,1,Alvar,GL_alvar,1366.181,1,1,1,1,1,1,23,25,1,1,2,16,49,1985,2767,1,21,1,21,4801,9,1366.181,2.668827574,1.222972369,21
CAR-PSR,CAR-PSR_6,10,Alvar,GL_alvar,1366.181,1,1,1,1,1,1,8,13,1,1,1,11,0,746,370,1,3,1,3,1116,11,1366.181,2.668827574,1.222972369,3
CAR-PSR,CAR-PSR_6,11,Alvar,GL_alvar,1366.181,1,1,1,1,1,1,1,10,0,1,0,8,0,348,71,1,3,1,3,419,12,1366.181,2.668827574,1.222972369,3
CAR-PSR,CAR-PSR_6,12,Alvar,GL_alvar,1366.181,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,1366.181,2.668827574,1.222972369,0
CAR-PSR,CAR-PSR_6,2,Alvar,GL_alvar,1366.181,1,1,1,1,1,1,6,4,0,1,0,3,0,136,59,1,2,1,1,195,10,1366.181,2.668827574,1.222972369,2
CAR-PSR,CAR-PSR_6,3,Alvar,GL_alvar,1366.181,1,1,1,1,1,1,21,19,1,1,1,15,6,2653,1856,1,20,1,14,4515,8,1366.181,2.668827574,1.222972369,20
CAR-PSR,CAR-PSR_6,4,Alvar,GL_alvar,1366.181,1,1,1,0,1,1,7,12,0,1,0,9,0,996,0,0,0,0,0,996,8,1366.181,2.668827574,1.222972369,0
CAR-PSR,CAR-PSR_6,5,Alvar,GL_alvar,1366.181,1,1,1,1,1,1,26,17,1,1,9,7,115,507,312,1,3,1,3,934,13,1366.181,2.668827574,1.222972369,3
CAR-PSR,CAR-PSR_6,6,Alvar,GL_alvar,1366.181,1,1,1,1,1,1,25,20,1,1,1,14,10,742,725,1,9,1,7,1477,11,1366.181,2.668827574,1.222972369,9
CAR-PSR,CAR-PSR_7,7,Alvar,GL_alvar,1366.181,1,1,1,1,1,1,1,13,0,1,0,9,0,750,97,1,5,1,3,847,9,1366.181,2.668827574,1.222972369,5
CAR-PSR,CAR-PSR_7,8,Alvar,GL_alvar,1366.181,1,1,1,1,1,1,22,25,0,1,0,18,0,699,210,1,9,1,4,909,9,1366.181,2.668827574,1.222972369,9
CAR-PSR,CAR-PSR_6,8,Alvar,GL_alvar,1366.181,1,1,1,1,1,1,2,10,0,1,0,8,0,703,1347,1,11,1,11,2050,11,1366.181,2.668827574,1.222972369,11
CAR-PSR,CAR-PSR_7,1,Alvar,GL_alvar,1366.181,1,1,1,1,1,1,4,25,0,1,0,16,0,1205,657,1,4,1,4,1862,8,1366.181,2.668827574,1.222972369,4
CAR-PSR,CAR-PSR_7,10,Alvar,GL_alvar,1366.181,1,1,1,1,1,1,24,22,1,1,1,15,21,1376,57,1,5,1,2,1454,15,1366.181,2.668827574,1.222972369,5
CAR-PSR,CAR-PSR_7,11,Alvar,GL_alvar,1366.181,1,1,1,1,1,1,21,19,1,1,2,14,0,973,590,1,5,1,4,1563,8,1366.181,2.668827574,1.222972369,5
CAR-PSR,CAR-PSR_7,12,Alvar,GL_alvar,1366.181,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1366.181,2.668827574,1.222972369,0
CAR-PSR,CAR-PSR_7,2,Alvar,GL_alvar,1366.181,1,1,1,1,1,1,1,8,0,1,0,2,0,72,0,1,3,1,0,72,8,1366.181,2.668827574,1.222972369,3
CAR-PSR,CAR-PSR_7,3,Alvar,GL_alvar,1366.181,1,1,1,1,1,1,7,23,0,1,0,15,0,1460,483,1,10,1,9,1943,9,1366.181,2.668827574,1.222972369,10
CAR-PSR,CAR-PSR_7,4,Alvar,GL_alvar,1366.181,1,1,1,1,1,1,33,18,0,1,0,6,0,433,1162,1,10,1,8,1595,9,1366.181,2.668827574,1.222972369,10
CAR-PSR,CAR-PSR_7,5,Alvar,GL_alvar,1366.181,1,1,1,1,1,1,8,16,0,1,0,1,0,62,228,1,8,1,3,290,9,1366.181,2.668827574,1.222972369,8
CAR-PSR,CAR-PSR_7,6,Alvar,GL_alvar,1366.181,1,1,1,0,1,1,5,2,0,0,0,0,0,0,0,0,0,0,0,0,9,1366.181,2.668827574,1.222972369,0
CAR-PSR,CAR-PSR_7,9,Alvar,GL_alvar,1366.181,1,1,1,1,0,1,0,10,0,1,0,7,0,779,101,1,2,1,2,880,9,1366.181,2.668827574,1.222972369,2
MAN-FOX,MAN-FOX_6,8,Alvar,GL_alvar,1068.226,1,1,1,1,1,1,25,31,0,1,0,22,0,2397,857,1,13,1,8,3254,12,1068.226,1.878990344,2.121061422,13
MAN-FOX,MAN-FOX_6,9,Alvar,GL_alvar,1068.226,1,1,1,1,1,1,1,11,0,1,0,9,0,1517,0,1,1,0,0,1517,11,1068.226,1.878990344,2.121061422,1
MAN-FOX,MAN-FOX_17,1,Alvar,GL_alvar,1068.226,1,1,1,1,0,1,0,7,0,1,0,5,0,265,559,1,10,1,7,824,9,1068.226,1.878990344,2.121061422,10
MAN-FOX,MAN-FOX_17,12,Alvar,GL_alvar,1068.226,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0,14,1068.226,1.878990344,2.121061422,1
MAN-FOX,MAN-FOX_17,2,Alvar,GL_alvar,1068.226,1,1,1,1,1,1,1,11,0,1,0,11,0,1544,479,1,3,1,3,2023,11,1068.226,1.878990344,2.121061422,3
MAN-FOX,MAN-FOX_17,3,Alvar,GL_alvar,1068.226,1,1,1,1,1,1,2,21,0,1,0,19,0,1978,1569,1,13,1,11,3547,12,1068.226,1.878990344,2.121061422,13
MAN-FOX,MAN-FOX_17,4,Alvar,GL_alvar,1068.226,1,1,1,1,0,1,0,6,0,1,0,3,0,249,0,1,1,0,0,249,11,1068.226,1.878990344,2.121061422,1
MAN-FOX,MAN-FOX_17,5,Alvar,GL_alvar,1068.226,1,1,1,1,1,1,3,10,0,1,0,0,0,0,160,1,1,1,1,160,10,1068.226,1.878990344,2.121061422,1
MAN-FOX,MAN-FOX_17,6,Alvar,GL_alvar,1068.226,1,1,1,1,0,1,0,3,0,1,0,2,0,139,394,1,4,1,3,533,11,1068.226,1.878990344,2.121061422,4
MAN-FOX,MAN-FOX_17,7,Alvar,GL_alvar,1068.226,1,1,1,1,0,1,0,32,0,1,0,23,0,3205,3383,1,17,1,17,6588,9,1068.226,1.878990344,2.121061422,17
MAN-FOX,MAN-FOX_17,8,Alvar,GL_alvar,1068.226,1,1,1,1,1,1,4,18,0,1,0,16,0,2166,1733,1,9,1,8,3899,12,1068.226,1.878990344,2.121061422,9
MAN-FOX,MAN-FOX_17,9,Alvar,GL_alvar,1068.226,1,1,1,1,0,1,0,10,0,1,0,3,0,147,868,1,7,1,6,1015,14,1068.226,1.878990344,2.121061422,7
MAN-FOX,MAN-FOX_18,1,Alvar,GL_alvar,1068.226,1,1,1,1,1,1,3,15,0,1,0,11,0,1626,1241,1,10,1,9,2867,10,1068.226,1.878990344,2.121061422,10
MAN-FOX,MAN-FOX_18,10,Alvar,GL_alvar,1068.226,1,1,1,1,1,1,13,20,0,1,0,11,0,1720,1034,1,8,1,6,2754,12,1068.226,1.878990344,2.121061422,8
MAN-FOX,MAN-FOX_18,11,Alvar,GL_alvar,1068.226,1,1,1,1,0,1,0,2,0,1,0,1,0,93,258,1,3,1,3,351,9,1068.226,1.878990344,2.121061422,3
MAN-FOX,MAN-FOX_18,12,Alvar,GL_alvar,1068.226,1,1,1,1,0,1,0,13,0,1,0,4,0,390,40,1,1,1,1,430,10,1068.226,1.878990344,2.121061422,1
MAN-FOX,MAN-FOX_18,2,Alvar,GL_alvar,1068.226,1,1,1,1,1,1,1,14,1,1,1,12,33,1595,0,1,0,0,0,1628,11,1068.226,1.878990344,2.121061422,0
MAN-FOX,MAN-FOX_18,3,Alvar,GL_alvar,1068.226,1,1,1,1,0,1,0,13,0,1,0,9,0,625,799,1,8,1,8,1424,15,1068.226,1.878990344,2.121061422,8
MAN-FOX,MAN-FOX_18,4,Alvar,GL_alvar,1068.226,1,1,1,1,1,1,9,14,0,1,0,8,0,669,722,1,4,1,4,1391,9,1068.226,1.878990344,2.121061422,4
MAN-FOX,MAN-FOX_18,5,Alvar,GL_alvar,1068.226,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1068.226,1.878990344,2.121061422,0
MAN-FOX,MAN-FOX_18,6,Alvar,GL_alvar,1068.226,1,1,1,1,0,1,0,15,0,1,0,10,0,1113,0,1,1,0,0,1113,9,1068.226,1.878990344,2.121061422,1
MAN-FOX,MAN-FOX_18,7,Alvar,GL_alvar,1068.226,1,1,1,1,1,1,2,17,0,1,0,12,0,1838,882,1,5,1,4,2720,9,1068.226,1.878990344,2.121061422,5
MAN-FOX,MAN-FOX_18,8,Alvar,GL_alvar,1068.226,1,1,1,1,0,1,0,11,0,1,0,5,0,878,1159,1,6,1,5,2037,10,1068.226,1.878990344,2.121061422,6
MAN-FOX,MAN-FOX_18,9,Alvar,GL_alvar,1068.226,1,1,1,1,0,1,0,8,0,1,0,7,0,1055,353,1,2,1,2,1408,10,1068.226,1.878990344,2.121061422,2
MAN-FOX,MAN-FOX_2,1,Alvar,GL_alvar,1068.226,1,1,1,1,0,1,0,6,0,1,0,4,0,357,0,1,1,0,0,357,8,1068.226,1.878990344,2.121061422,1
MAN-FOX,MAN-FOX_2,10,Alvar,GL_alvar,1068.226,1,1,1,1,1,1,10,10,0,1,0,7,0,704,118,1,5,1,2,822,9,1068.226,1.878990344,2.121061422,5
MAN-FOX,MAN-FOX_2,11,Alvar,GL_alvar,1068.226,1,1,1,1,1,1,12,6,0,1,0,5,0,346,0,1,1,0,0,346,9,1068.226,1.878990344,2.121061422,1
MAN-FOX,MAN-FOX_2,2,Alvar,GL_alvar,1068.226,1,1,1,1,1,1,27,15,0,1,0,11,0,1047,0,1,1,0,0,1047,9,1068.226,1.878990344,2.121061422,1
MAN-FOX,MAN-FOX_2,3,Alvar,GL_alvar,1068.226,1,1,1,1,1,1,3,8,0,1,0,7,0,587,402,1,5,1,5,989,10,1068.226,1.878990344,2.121061422,5
MAN-FOX,MAN-FOX_2,4,Alvar,GL_alvar,1068.226,1,1,1,1,1,1,14,34,0,1,0,25,0,959,0,1,1,0,0,959,9,1068.226,1.878990344,2.121061422,1
MAN-FOX,MAN-FOX_2,5,Alvar,GL_alvar,1068.226,1,1,1,1,0,1,0,5,0,1,0,1,0,71,0,1,1,0,0,71,12,1068.226,1.878990344,2.121061422,1
MAN-FOX,MAN-FOX_2,6,Alvar,GL_alvar,1068.226,1,1,1,1,1,1,12,12,0,1,0,9,0,880,0,1,1,0,0,880,8,1068.226,1.878990344,2.121061422,1
MAN-FOX,MAN-FOX_2,7,Alvar,GL_alvar,1068.226,1,1,1,1,1,1,1,17,0,1,0,12,0,1661,0,1,1,0,0,1661,10,1068.226,1.878990344,2.121061422,1
MAN-FOX,MAN-FOX_2,8,Alvar,GL_alvar,1068.226,1,1,1,1,0,1,0,8,0,1,0,1,0,193,0,1,1,0,0,193,9,1068.226,1.878990344,2.121061422,1
MAN-FOX,MAN-FOX_2,9,Alvar,GL_alvar,1068.226,1,1,1,0,0,1,0,7,0,1,0,7,0,849,0,0,0,0,0,849,9,1068.226,1.878990344,2.121061422,0
MAN-FOX,MAN-FOX_22,1,Alvar,GL_alvar,1068.226,1,1,1,1,1,1,8,25,0,1,0,22,0,2698,1271,1,8,1,7,3969,10,1068.226,1.878990344,2.121061422,8
MAN-FOX,MAN-FOX_22,10,Alvar,GL_alvar,1068.226,1,1,1,1,1,1,7,10,0,1,0,7,0,480,100,1,1,1,1,580,9,1068.226,1.878990344,2.121061422,1
MAN-FOX,MAN-FOX_22,11,Alvar,GL_alvar,1068.226,1,1,1,1,0,1,0,19,0,1,0,15,0,1621,90,1,1,1,1,1711,12,1068.226,1.878990344,2.121061422,1
MAN-FOX,MAN-FOX_22,12,Alvar,GL_alvar,1068.226,1,1,1,1,1,1,1,13,0,1,0,8,0,1384,816,1,5,1,4,2200,9,1068.226,1.878990344,2.121061422,5
MAN-FOX,MAN-FOX_22,2,Alvar,GL_alvar,1068.226,1,1,1,1,1,1,3,40,0,1,0,35,0,5228,859,1,6,1,5,6087,12,1068.226,1.878990344,2.121061422,6
MAN-FOX,MAN-FOX_22,3,Alvar,GL_alvar,1068.226,1,1,1,1,0,1,0,9,0,1,0,6,0,560,76,1,1,1,1,636,9,1068.226,1.878990344,2.121061422,1
MAN-FOX,MAN-FOX_22,4,Alvar,GL_alvar,1068.226,1,1,1,1,0,1,0,21,0,1,0,13,0,1037,1143,1,9,1,7,2180,10,1068.226,1.878990344,2.121061422,9
MAN-FOX,MAN-FOX_22,5,Alvar,GL_alvar,1068.226,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1068.226,1.878990344,2.121061422,0
MAN-FOX,MAN-FOX_22,6,Alvar,GL_alvar,1068.226,1,1,1,1,0,1,0,5,0,0,0,0,0,0,0,1,1,1,0,0,9,1068.226,1.878990344,2.121061422,1
MAN-FOX,MAN-FOX_22,7,Alvar,GL_alvar,1068.226,1,1,1,1,0,1,0,19,0,1,0,9,0,1025,503,1,4,1,3,1528,12,1068.226,1.878990344,2.121061422,4
MAN-FOX,MAN-FOX_22,8,Alvar,GL_alvar,1068.226,1,1,1,1,0,1,0,16,0,1,0,10,0,1574,2776,1,12,1,12,4350,13,1068.226,1.878990344,2.121061422,12
MAN-FOX,MAN-FOX_22,9,Alvar,GL_alvar,1068.226,1,1,1,1,0,1,0,9,0,1,0,8,0,1172,324,1,3,1,3,1496,14,1068.226,1.878990344,2.121061422,3
MAN-FOX,MAN-FOX_29,10,Alvar,GL_alvar,1068.226,1,1,1,1,1,1,4,7,0,1,0,3,0,708,528,1,5,1,3,1236,12,1068.226,1.878990344,2.121061422,5
MAN-FOX,MAN-FOX_29,11,Alvar,GL_alvar,1068.226,1,1,1,1,0,1,0,4,0,1,0,1,0,68,0,1,0,0,0,68,10,1068.226,1.878990344,2.121061422,0
MAN-FOX,MAN-FOX_29,4,Alvar,GL_alvar,1068.226,1,1,1,1,1,1,6,16,1,1,1,15,23,1714,382,1,7,1,4,2119,9,1068.226,1.878990344,2.121061422,7
MAN-FOX,MAN-FOX_29,5,Alvar,GL_alvar,1068.226,1,1,1,1,1,1,7,2,0,0,0,0,0,0,0,1,1,0,0,0,10,1068.226,1.878990344,2.121061422,1
MAN-FOX,MAN-FOX_29,6,Alvar,GL_alvar,1068.226,1,1,1,0,1,1,4,14,0,1,0,9,0,836,0,0,0,0,0,836,13,1068.226,1.878990344,2.121061422,0
MAN-FOX,MAN-FOX_29,7,Alvar,GL_alvar,1068.226,1,1,1,1,1,1,20,32,0,1,0,20,0,2804,1915,1,14,1,13,4719,12,1068.226,1.878990344,2.121061422,14
MAN-FOX,MAN-FOX_29,9,Alvar,GL_alvar,1068.226,1,1,1,1,0,1,0,7,0,1,0,5,0,1028,0,1,1,0,0,1028,11,1068.226,1.878990344,2.121061422,1
MAN-FOX,MAN-FOX_3,1,Alvar,GL_alvar,1068.226,1,1,1,1,0,1,0,13,0,1,0,10,0,1199,538,1,13,1,4,1737,8,1068.226,1.878990344,2.121061422,13
MAN-FOX,MAN-FOX_3,10,Alvar,GL_alvar,1068.226,1,1,1,1,1,1,6,23,1,1,1,16,13,1902,1724,1,17,1,14,3639,9,1068.226,1.878990344,2.121061422,17
MAN-FOX,MAN-FOX_3,11,Alvar,GL_alvar,1068.226,1,1,1,1,1,1,15,19,0,1,0,16,0,2633,36,1,1,1,1,2669,9,1068.226,1.878990344,2.121061422,1
MAN-FOX,MAN-FOX_3,12,Alvar,GL_alvar,1068.226,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1068.226,1.878990344,2.121061422,0
MAN-FOX,MAN-FOX_3,2,Alvar,GL_alvar,1068.226,1,1,1,1,0,1,0,13,0,1,0,12,0,1038,645,1,9,1,5,1683,10,1068.226,1.878990344,2.121061422,9
MAN-FOX,MAN-FOX_3,3,Alvar,GL_alvar,1068.226,1,1,1,1,0,1,0,10,0,1,0,9,0,1310,855,1,4,1,4,2165,8,1068.226,1.878990344,2.121061422,4
MAN-FOX,MAN-FOX_3,4,Alvar,GL_alvar,1068.226,1,1,1,1,0,1,0,8,0,1,0,3,0,319,507,1,5,1,3,826,11,1068.226,1.878990344,2.121061422,5
MAN-FOX,MAN-FOX_3,5,Alvar,GL_alvar,1068.226,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,8,1068.226,1.878990344,2.121061422,1
MAN-FOX,MAN-FOX_3,6,Alvar,GL_alvar,1068.226,1,1,1,1,0,1,0,9,0,1,0,2,0,164,0,1,1,0,0,164,8,1068.226,1.878990344,2.121061422,1
MAN-FOX,MAN-FOX_3,7,Alvar,GL_alvar,1068.226,1,1,1,1,0,1,0,10,0,1,0,8,0,284,70,1,4,1,2,354,9,1068.226,1.878990344,2.121061422,4
MAN-FOX,MAN-FOX_3,8,Alvar,GL_alvar,1068.226,1,1,1,1,1,1,31,42,1,1,2,37,35,5699,2171,1,13,1,11,7905,9,1068.226,1.878990344,2.121061422,13
MAN-FOX,MAN-FOX_3,9,Alvar,GL_alvar,1068.226,1,1,1,1,0,1,0,17,0,1,0,11,0,1009,0,1,1,0,0,1009,10,1068.226,1.878990344,2.121061422,1
MAN-FOX,MAN-FOX_38,1,Alvar,GL_alvar,1068.226,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,1068.226,1.878990344,2.121061422,0
MAN-FOX,MAN-FOX_38,10,Alvar,GL_alvar,1068.226,1,1,1,1,1,1,6,4,0,1,0,3,0,563,456,1,4,1,4,1019,10,1068.226,1.878990344,2.121061422,4
MAN-FOX,MAN-FOX_38,12,Alvar,GL_alvar,1068.226,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,1068.226,1.878990344,2.121061422,0
MAN-FOX,MAN-FOX_38,2,Alvar,GL_alvar,1068.226,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,17,1068.226,1.878990344,2.121061422,0
MAN-FOX,MAN-FOX_38,3,Alvar,GL_alvar,1068.226,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,1068.226,1.878990344,2.121061422,0
MAN-FOX,MAN-FOX_38,4,Alvar,GL_alvar,1068.226,1,1,1,1,1,1,4,15,0,1,0,4,0,205,56,1,2,1,1,261,9,1068.226,1.878990344,2.121061422,2
MAN-FOX,MAN-FOX_38,5,Alvar,GL_alvar,1068.226,1,1,1,1,0,1,0,4,0,1,0,1,0,47,0,1,1,0,0,47,9,1068.226,1.878990344,2.121061422,1
MAN-FOX,MAN-FOX_38,6,Alvar,GL_alvar,1068.226,1,1,1,1,1,1,3,10,0,1,0,8,0,662,482,1,5,1,4,1144,10,1068.226,1.878990344,2.121061422,5
MAN-FOX,MAN-FOX_38,8,Alvar,GL_alvar,1068.226,1,1,1,1,1,1,2,17,0,1,0,12,0,808,408,1,7,1,4,1216,16,1068.226,1.878990344,2.121061422,7
MAN-FOX,MAN-FOX_38,9,Alvar,GL_alvar,1068.226,1,1,1,1,1,1,1,4,0,1,0,3,0,156,0,1,1,0,0,156,9,1068.226,1.878990344,2.121061422,1
MAN-FOX,MAN-FOX_4,1,Alvar,GL_alvar,1068.226,1,1,1,1,1,1,6,8,0,1,0,6,0,374,0,1,1,0,0,374,12,1068.226,1.878990344,2.121061422,1
MAN-FOX,MAN-FOX_4,10,Alvar,GL_alvar,1068.226,1,1,1,1,0,1,0,2,0,1,0,0,0,0,474,1,5,1,4,474,14,1068.226,1.878990344,2.121061422,5
MAN-FOX,MAN-FOX_4,11,Alvar,GL_alvar,1068.226,1,1,1,1,1,1,12,1,0,0,0,0,0,0,0,1,1,0,0,0,15,1068.226,1.878990344,2.121061422,1
MAN-FOX,MAN-FOX_4,12,Alvar,GL_alvar,1068.226,1,1,1,1,1,1,8,7,0,1,0,6,0,644,406,1,3,1,2,1050,12,1068.226,1.878990344,2.121061422,3
MAN-FOX,MAN-FOX_4,2,Alvar,GL_alvar,1068.226,1,1,1,1,0,1,0,1,0,1,0,1,0,26,145,1,2,1,1,171,32,1068.226,1.878990344,2.121061422,2
MAN-FOX,MAN-FOX_4,3,Alvar,GL_alvar,1068.226,1,1,1,1,0,1,0,2,0,0,0,0,0,0,0,1,1,0,0,0,12,1068.226,1.878990344,2.121061422,1
MAN-FOX,MAN-FOX_4,4,Alvar,GL_alvar,1068.226,1,1,1,1,0,1,0,2,0,0,0,0,0,0,99,1,2,1,1,99,16,1068.226,1.878990344,2.121061422,2
MAN-FOX,MAN-FOX_4,5,Alvar,GL_alvar,1068.226,1,1,1,1,0,1,0,4,0,1,0,4,0,308,442,1,5,1,4,750,15,1068.226,1.878990344,2.121061422,5
MAN-FOX,MAN-FOX_4,7,Alvar,GL_alvar,1068.226,1,1,1,1,1,1,6,10,0,1,0,7,0,683,160,1,3,1,1,843,17,1068.226,1.878990344,2.121061422,3
MAN-FOX,MAN-FOX_4,8,Alvar,GL_alvar,1068.226,1,1,1,1,0,1,0,32,0,1,0,21,0,2772,830,1,8,1,7,3602,11,1068.226,1.878990344,2.121061422,8
MAN-FOX,MAN-FOX_4,9,Alvar,GL_alvar,1068.226,1,1,1,1,0,1,0,6,0,1,0,6,0,415,79,1,1,1,1,494,13,1068.226,1.878990344,2.121061422,1
MAN-FOX,MAN-FOX_6,1,Alvar,GL_alvar,1068.226,1,1,1,1,1,1,5,10,1,1,1,8,0,1146,73,1,2,1,1,1219,8,1068.226,1.878990344,2.121061422,2
MAN-FOX,MAN-FOX_6,10,Alvar,GL_alvar,1068.226,1,1,1,1,1,1,6,12,0,1,0,10,0,1100,0,1,2,0,0,1100,9,1068.226,1.878990344,2.121061422,2
MAN-FOX,MAN-FOX_6,11,Alvar,GL_alvar,1068.226,1,1,1,1,1,1,39,34,0,1,0,22,0,1749,316,1,7,1,6,2065,11,1068.226,1.878990344,2.121061422,7
MAN-FOX,MAN-FOX_6,12,Alvar,GL_alvar,1068.226,1,1,1,0,1,1,1,9,0,1,0,6,0,321,0,0,0,0,0,321,9,1068.226,1.878990344,2.121061422,0
MAN-FOX,MAN-FOX_6,2,Alvar,GL_alvar,1068.226,1,1,1,1,1,1,1,22,0,1,0,18,0,2714,276,1,3,1,3,2990,12,1068.226,1.878990344,2.121061422,3
MAN-FOX,MAN-FOX_6,3,Alvar,GL_alvar,1068.226,1,1,1,1,1,1,12,17,1,1,2,10,0,815,811,1,8,1,4,1626,10,1068.226,1.878990344,2.121061422,8
MAN-FOX,MAN-FOX_6,6,Alvar,GL_alvar,1068.226,1,1,1,1,0,1,0,22,0,1,0,17,0,1867,45,1,3,1,1,1912,11,1068.226,1.878990344,2.121061422,3
MAN-FOX,MAN-FOX_8,12,Alvar,GL_alvar,1068.226,1,1,1,1,0,1,0,4,0,1,0,0,0,0,0,1,1,0,0,0,10,1068.226,1.878990344,2.121061422,1
MAN-FOX,MAN-FOX_8,1,Alvar,GL_alvar,1068.226,1,1,1,1,1,1,1,2,0,1,0,0,0,0,413,1,10,1,5,413,12,1068.226,1.878990344,2.121061422,10
MAN-FOX,MAN-FOX_8,10,Alvar,GL_alvar,1068.226,1,1,1,1,1,1,1,4,0,1,0,0,0,0,68,1,2,1,2,68,9,1068.226,1.878990344,2.121061422,2
MAN-FOX,MAN-FOX_8,5,Alvar,GL_alvar,1068.226,1,1,1,1,0,1,0,10,0,0,0,0,0,0,230,1,3,1,2,230,8,1068.226,1.878990344,2.121061422,3
MAN-FOX,MAN-FOX_8,2,Alvar,GL_alvar,1068.226,1,1,1,1,1,1,4,22,0,1,0,14,0,974,163,1,4,1,2,1137,9,1068.226,1.878990344,2.121061422,4
MAN-FOX,MAN-FOX_8,3,Alvar,GL_alvar,1068.226,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,1068.226,1.878990344,2.121061422,0
MAN-FOX,MAN-FOX_8,4,Alvar,GL_alvar,1068.226,1,1,1,1,1,1,1,11,0,1,0,7,0,840,98,1,4,1,1,938,9,1068.226,1.878990344,2.121061422,4
MAN-FOX,MAN-FOX_8,9,Alvar,GL_alvar,1068.226,1,1,1,1,0,1,0,2,0,1,0,0,0,0,379,1,7,1,3,379,8,1068.226,1.878990344,2.121061422,7
MAN-FOX,MAN-FOX_8,6,Alvar,GL_alvar,1068.226,1,1,1,1,1,1,1,7,0,1,0,0,0,0,85,1,2,1,1,85,9,1068.226,1.878990344,2.121061422,2
MAN-FOX,MAN-FOX_8,7,Alvar,GL_alvar,1068.226,1,1,1,1,0,1,0,4,0,1,0,0,0,0,266,1,2,1,2,266,10,1068.226,1.878990344,2.121061422,2
MAN-FOX,MAN-FOX_8,8,Alvar,GL_alvar,1068.226,1,1,1,1,1,1,11,7,0,1,0,2,0,510,1275,1,14,1,13,1785,10,1068.226,1.878990344,2.121061422,14
MAN-KIP,MAN-KIP_9,1,Alvar,GL_alvar,1071.794,1,1,1,1,0,1,0,9,0,1,0,6,0,865,843,1,6,1,4,1708,13,1071.794,1.899202381,2.000344802,6
MAN-KIP,MAN-KIP_11,1,Alvar,GL_alvar,1071.794,1,1,1,1,1,1,2,23,0,1,0,14,0,1798,190,1,10,1,1,1988,13,1071.794,1.899202381,2.000344802,10
MAN-KIP,MAN-KIP_11,10,Alvar,GL_alvar,1071.794,1,1,1,1,1,1,5,8,0,1,0,2,0,210,32,1,2,1,1,242,19,1071.794,1.899202381,2.000344802,2
MAN-KIP,MAN-KIP_11,11,Alvar,GL_alvar,1071.794,1,1,1,1,0,1,0,6,0,1,0,1,0,136,334,1,7,1,5,470,11,1071.794,1.899202381,2.000344802,7
MAN-KIP,MAN-KIP_11,12,Alvar,GL_alvar,1071.794,1,1,1,1,1,1,1,5,0,1,0,1,0,129,0,1,1,0,0,129,11,1071.794,1.899202381,2.000344802,1
MAN-KIP,MAN-KIP_11,2,Alvar,GL_alvar,1071.794,1,1,1,1,1,1,2,9,0,1,0,3,0,56,148,1,13,1,5,204,11,1071.794,1.899202381,2.000344802,13
MAN-KIP,MAN-KIP_11,3,Alvar,GL_alvar,1071.794,1,1,1,1,1,1,1,22,0,1,0,16,0,1454,1969,1,15,1,15,3423,9,1071.794,1.899202381,2.000344802,15
MAN-KIP,MAN-KIP_11,4,Alvar,GL_alvar,1071.794,1,1,1,1,1,1,1,21,0,1,0,14,0,659,268,1,11,1,7,927,12,1071.794,1.899202381,2.000344802,11
MAN-KIP,MAN-KIP_11,5,Alvar,GL_alvar,1071.794,1,1,1,1,1,1,1,3,0,1,0,0,0,0,77,1,3,1,1,77,11,1071.794,1.899202381,2.000344802,3
MAN-KIP,MAN-KIP_11,6,Alvar,GL_alvar,1071.794,1,1,1,1,1,1,4,12,0,1,0,6,0,460,458,1,5,1,3,918,10,1071.794,1.899202381,2.000344802,5
MAN-KIP,MAN-KIP_11,7,Alvar,GL_alvar,1071.794,1,1,1,1,0,1,0,19,0,1,0,15,0,1676,1025,1,10,1,8,2701,11,1071.794,1.899202381,2.000344802,10
