Population,Family.Unique,Block.ID,HabitatType,Region,Dist.from.cg.km,Germination.Y.N,Survival.Y.N,Surv2017,Surv2018,Flower.Y.N.2016,Flower.Y.N.2017,No.Flowers.2016,Total.Flowers.2017,Fruit.Y.N.2016,Fruit.Y.N.2017,No.Fruit.2016,No.Fruit.2017,sm,sm.2,sm.3,Flowering.Y.N.2018,Total.Flowers.2018,Fruit.Y.N.2018,No.Fruit.2018,sm.tot,No.Days.to.Germ,Dist.from.cg.km.1,PC1,PC2,flw.no2018
MB-MR,MB-MR_26,9,Prairie,MB_alvar,487.3889,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,11,487.3889,-5.59221421,4.315303626,0
MB-MR,MB-MR_32,1,Prairie,MB_alvar,487.3889,1,1,1,0,0,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,19,487.3889,-5.59221421,4.315303626,0
MB-MR,MB-MR_32,10,Prairie,MB_alvar,487.3889,1,1,1,1,0,1,0,2,0,1,0,0,0,0,207,1,2,1,2,207,8,487.3889,-5.59221421,4.315303626,2
MB-MR,MB-MR_32,11,Prairie,MB_alvar,487.3889,1,1,1,1,0,1,0,9,0,1,0,3,0,181,0,1,1,0,0,181,9,487.3889,-5.59221421,4.315303626,1
MB-MR,MB-MR_32,2,Prairie,MB_alvar,487.3889,1,1,1,1,0,1,0,9,0,1,0,7,0,223,0,1,1,0,0,223,8,487.3889,-5.59221421,4.315303626,1
MB-MR,MB-MR_32,3,Prairie,MB_alvar,487.3889,1,1,1,1,0,1,0,6,0,1,0,2,0,69,541,1,5,1,4,610,8,487.3889,-5.59221421,4.315303626,5
MB-MR,MB-MR_32,4,Prairie,MB_alvar,487.3889,1,1,1,0,0,1,0,8,0,1,0,1,0,31,0,0,0,0,0,31,8,487.3889,-5.59221421,4.315303626,0
MB-MR,MB-MR_32,6,Prairie,MB_alvar,487.3889,1,1,1,1,0,1,0,13,0,1,0,4,0,332,0,1,1,0,0,332,8,487.3889,-5.59221421,4.315303626,1
MB-MR,MB-MR_32,9,Prairie,MB_alvar,487.3889,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,9,487.3889,-5.59221421,4.315303626,1
MB-MR,MB-MR_38,1,Prairie,MB_alvar,487.3889,1,1,1,0,0,1,0,7,0,1,0,7,0,650,0,0,0,0,0,650,14,487.3889,-5.59221421,4.315303626,0
MB-MR,MB-MR_38,10,Prairie,MB_alvar,487.3889,1,1,1,1,1,1,3,1,0,0,0,0,0,0,0,1,1,0,0,0,19,487.3889,-5.59221421,4.315303626,1
MB-MR,MB-MR_38,11,Prairie,MB_alvar,487.3889,1,1,1,1,0,1,0,3,0,0,0,0,0,0,94,1,2,1,2,94,11,487.3889,-5.59221421,4.315303626,2
MB-MR,MB-MR_38,12,Prairie,MB_alvar,487.3889,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,13,487.3889,-5.59221421,4.315303626,0
MB-MR,MB-MR_38,2,Prairie,MB_alvar,487.3889,1,1,1,1,1,1,4,8,0,1,0,6,0,640,588,1,4,1,2,1228,23,487.3889,-5.59221421,4.315303626,4
MB-MR,MB-MR_38,3,Prairie,MB_alvar,487.3889,1,1,1,1,1,1,3,14,0,1,0,9,0,593,293,1,2,1,2,886,13,487.3889,-5.59221421,4.315303626,2
MB-MR,MB-MR_38,4,Prairie,MB_alvar,487.3889,1,1,1,1,0,1,0,1,0,1,0,0,0,0,98,1,1,1,1,98,17,487.3889,-5.59221421,4.315303626,1
MB-MR,MB-MR_38,5,Prairie,MB_alvar,487.3889,1,1,1,1,1,1,7,1,0,0,0,0,0,0,0,1,1,0,0,0,16,487.3889,-5.59221421,4.315303626,1
MB-MR,MB-MR_38,6,Prairie,MB_alvar,487.3889,1,1,1,1,0,1,0,4,0,1,0,2,0,132,132,1,2,1,2,264,12,487.3889,-5.59221421,4.315303626,2
MB-MR,MB-MR_38,7,Prairie,MB_alvar,487.3889,1,1,1,1,0,1,0,7,0,1,0,4,0,291,292,1,4,1,3,583,14,487.3889,-5.59221421,4.315303626,4
MB-MR,MB-MR_38,8,Prairie,MB_alvar,487.3889,1,1,1,1,1,1,2,8,0,1,0,2,0,167,810,1,5,1,5,977,14,487.3889,-5.59221421,4.315303626,5
MB-MR,MB-MR_38,9,Prairie,MB_alvar,487.3889,1,1,1,1,0,1,0,5,0,0,0,0,0,0,618,1,4,1,4,618,11,487.3889,-5.59221421,4.315303626,4
MB-MR,MB-MR_40,10,Prairie,MB_alvar,487.3889,1,1,1,1,0,1,0,9,0,1,0,5,0,352,0,1,1,0,0,352,9,487.3889,-5.59221421,4.315303626,1
MB-MR,MB-MR_40,11,Prairie,MB_alvar,487.3889,1,1,1,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,11,487.3889,-5.59221421,4.315303626,0
MB-MR,MB-MR_40,12,Prairie,MB_alvar,487.3889,1,1,1,1,0,1,0,2,0,1,0,1,0,20,60,1,1,1,1,80,16,487.3889,-5.59221421,4.315303626,1
MB-MR,MB-MR_40,3,Prairie,MB_alvar,487.3889,1,1,1,1,0,1,0,1,0,1,0,0,0,0,0,1,1,0,0,0,12,487.3889,-5.59221421,4.315303626,1
MB-MR,MB-MR_40,4,Prairie,MB_alvar,487.3889,1,1,1,1,0,1,0,3,0,0,0,0,0,0,99,1,3,1,3,99,10,487.3889,-5.59221421,4.315303626,3
MB-MR,MB-MR_40,5,Prairie,MB_alvar,487.3889,1,1,1,1,0,1,0,11,0,1,0,7,0,477,311,1,2,1,2,788,13,487.3889,-5.59221421,4.315303626,2
MB-MR,MB-MR_40,6,Prairie,MB_alvar,487.3889,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,487.3889,-5.59221421,4.315303626,0
MB-MR,MB-MR_40,7,Prairie,MB_alvar,487.3889,1,1,1,1,0,1,0,16,0,1,0,8,0,541,865,1,8,1,5,1406,9,487.3889,-5.59221421,4.315303626,8
MN-PMG,MN-PMG_NA,1,Prairie,Prairie,101.3225,1,1,1,1,1,1,5,3,1,1,2,0,28,0,259,1,3,1,3,287,11,101.3225,-1.269165137,-0.254333337,3
MN-PMG,MN-PMG_NA,11,Prairie,Prairie,101.3225,1,1,1,0,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,10,101.3225,-1.269165137,-0.254333337,0
MN-PMG,MN-PMG_NA,12,Prairie,Prairie,101.3225,1,1,1,1,0,1,0,4,0,1,0,2,0,191,99,1,2,1,1,290,11,101.3225,-1.269165137,-0.254333337,2
MN-PMG,MN-PMG_NA,5,Prairie,Prairie,101.3225,1,1,1,1,0,1,0,13,0,1,0,12,0,554,0,1,1,0,0,554,9,101.3225,-1.269165137,-0.254333337,1
MN-PMG,MN-PMG_NA,8,Prairie,Prairie,101.3225,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,101.3225,-1.269165137,-0.254333337,0
MN-PMG,MN-PMG_NA,9,Prairie,Prairie,101.3225,1,1,1,1,0,1,0,4,0,1,0,2,0,318,229,1,3,1,2,547,17,101.3225,-1.269165137,-0.254333337,3
MN-PMG,MN-PMG_NA,10,Prairie,Prairie,101.3225,1,1,1,1,0,1,0,8,0,1,0,4,0,475,0,1,1,0,0,475,12,101.3225,-1.269165137,-0.254333337,1
MN-PMG,MN-PMG_NA,11,Prairie,Prairie,101.3225,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,11,101.3225,-1.269165137,-0.254333337,0
MN-PMG,MN-PMG_NA,9,Prairie,Prairie,101.3225,1,1,1,0,0,1,0,6,0,1,0,4,0,335,0,0,0,0,0,335,13,101.3225,-1.269165137,-0.254333337,0
NAP-ASS,NAP-ASS_11,1,Alvar,GL_alvar,1559.351,1,1,1,1,1,1,18,17,1,1,1,9,20,560,327,1,10,1,6,907,12,1559.351,3.817106774,-0.11170334,10
NAP-ASS,NAP-ASS_16,11,Alvar,GL_alvar,1559.351,1,1,1,1,0,1,0,6,0,1,0,3,0,243,174,1,3,1,1,417,12,1559.351,3.817106774,-0.11170334,3
NAP-ASS,NAP-ASS_16,7,Alvar,GL_alvar,1559.351,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10,1559.351,3.817106774,-0.11170334,0
NAP-ASS,NAP-ASS_16,9,Alvar,GL_alvar,1559.351,1,1,1,1,0,1,0,2,0,1,0,1,0,68,1033,1,7,1,7,1101,10,1559.351,3.817106774,-0.11170334,7
NAP-ASS,NAP-ASS_19,1,Alvar,GL_alvar,1559.351,1,1,1,1,1,1,5,10,0,1,0,5,0,379,753,1,5,1,5,1132,11,1559.351,3.817106774,-0.11170334,5
NAP-ASS,NAP-ASS_19,10,Alvar,GL_alvar,1559.351,1,1,1,1,1,1,1,12,0,1,0,5,0,689,526,1,7,1,5,1215,11,1559.351,3.817106774,-0.11170334,7
NAP-ASS,NAP-ASS_19,4,Alvar,GL_alvar,1559.351,1,1,1,1,0,1,0,9,0,1,0,6,0,396,569,1,11,1,5,965,11,1559.351,3.817106774,-0.11170334,11
NAP-ASS,NAP-ASS_19,6,Alvar,GL_alvar,1559.351,1,1,1,1,0,1,0,12,0,1,0,8,0,585,303,1,3,1,3,888,11,1559.351,3.817106774,-0.11170334,3
NAP-ASS,NAP-ASS_19,7,Alvar,GL_alvar,1559.351,1,1,1,1,0,1,0,19,0,1,0,16,0,2242,304,1,4,1,1,2546,15,1559.351,3.817106774,-0.11170334,4
NAP-ASS,NAP-ASS_19,8,Alvar,GL_alvar,1559.351,1,1,1,1,0,1,0,22,0,1,0,14,0,1293,1412,1,9,1,7,2705,11,1559.351,3.817106774,-0.11170334,9
NAP-ASS,NAP-ASS_25,1,Alvar,GL_alvar,1559.351,1,1,1,1,1,1,3,14,0,1,0,13,0,1780,853,1,11,1,7,2633,10,1559.351,3.817106774,-0.11170334,11
NAP-ASS,NAP-ASS_25,12,Alvar,GL_alvar,1559.351,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,20,1559.351,3.817106774,-0.11170334,1
NAP-ASS,NAP-ASS_25,2,Alvar,GL_alvar,1559.351,1,1,1,1,1,1,6,12,0,1,0,10,0,1055,592,1,8,1,5,1647,12,1559.351,3.817106774,-0.11170334,8
NAP-ASS,NAP-ASS_25,3,Alvar,GL_alvar,1559.351,1,1,1,1,1,1,1,12,0,1,0,8,0,492,239,1,2,1,2,731,14,1559.351,3.817106774,-0.11170334,2
NAP-ASS,NAP-ASS_25,4,Alvar,GL_alvar,1559.351,1,1,1,1,1,1,4,6,0,1,0,2,0,128,344,1,2,1,2,472,11,1559.351,3.817106774,-0.11170334,2
NAP-ASS,NAP-ASS_25,6,Alvar,GL_alvar,1559.351,1,1,1,1,1,1,5,12,0,1,0,6,0,211,1255,1,8,1,7,1466,10,1559.351,3.817106774,-0.11170334,8
NAP-ASS,NAP-ASS_25,9,Alvar,GL_alvar,1559.351,1,1,1,1,0,1,0,1,0,1,0,0,0,0,0,1,1,1,0,0,14,1559.351,3.817106774,-0.11170334,1
NAP-ASS,NAP-ASS_27,12,Alvar,GL_alvar,1559.351,1,1,1,1,0,1,0,10,0,1,0,4,0,378,1332,1,9,1,7,1710,11,1559.351,3.817106774,-0.11170334,9
NAP-ASS,NAP-ASS_27,2,Alvar,GL_alvar,1559.351,1,1,1,1,0,1,0,15,0,1,0,10,0,787,243,1,7,1,3,1030,9,1559.351,3.817106774,-0.11170334,7
NAP-ASS,NAP-ASS_27,4,Alvar,GL_alvar,1559.351,1,1,1,1,1,1,3,28,0,1,0,16,0,1177,923,1,22,1,12,2100,12,1559.351,3.817106774,-0.11170334,22
NAP-ASS,NAP-ASS_27,5,Alvar,GL_alvar,1559.351,1,1,1,1,0,1,0,13,0,1,0,3,0,108,122,1,3,1,1,230,9,1559.351,3.817106774,-0.11170334,3
NAP-ASS,NAP-ASS_27,6,Alvar,GL_alvar,1559.351,1,1,1,1,0,1,0,21,0,1,0,14,0,961,868,1,8,1,7,1829,10,1559.351,3.817106774,-0.11170334,8
NAP-ASS,NAP-ASS_27,9,Alvar,GL_alvar,1559.351,1,1,1,1,0,1,0,7,0,1,0,5,0,635,221,1,2,1,2,856,8,1559.351,3.817106774,-0.11170334,2
NAP-ASS,NAP-ASS_33,5,Alvar,GL_alvar,1559.351,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1559.351,3.817106774,-0.11170334,0
NAP-ASS,NAP-ASS_35,2,Alvar,GL_alvar,1559.351,1,1,1,1,1,1,24,16,0,1,0,11,0,763,798,1,10,1,10,1561,9,1559.351,3.817106774,-0.11170334,10
NAP-ASS,NAP-ASS_38,10,Alvar,GL_alvar,1559.351,1,1,1,1,1,1,1,3,0,1,0,1,0,28,91,1,1,1,1,119,11,1559.351,3.817106774,-0.11170334,1
NAP-ASS,NAP-ASS_38,11,Alvar,GL_alvar,1559.351,1,1,1,1,1,1,2,16,0,1,0,8,0,647,1089,1,12,1,9,1736,10,1559.351,3.817106774,-0.11170334,12
NAP-ASS,NAP-ASS_38,12,Alvar,GL_alvar,1559.351,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,1559.351,3.817106774,-0.11170334,0
NAP-ASS,NAP-ASS_38,2,Alvar,GL_alvar,1559.351,1,1,1,0,1,1,12,1,0,0,0,0,0,0,0,0,0,0,0,0,11,1559.351,3.817106774,-0.11170334,0
NAP-ASS,NAP-ASS_38,4,Alvar,GL_alvar,1559.351,1,1,1,1,1,1,6,4,1,1,1,3,10,201,0,1,1,0,0,211,10,1559.351,3.817106774,-0.11170334,1
NAP-ASS,NAP-ASS_38,5,Alvar,GL_alvar,1559.351,1,1,1,1,1,1,7,8,0,1,0,2,0,111,286,1,3,1,2,397,9,1559.351,3.817106774,-0.11170334,3
NAP-ASS,NAP-ASS_38,7,Alvar,GL_alvar,1559.351,1,1,1,1,0,1,0,3,0,1,0,0,0,0,192,1,2,1,2,192,10,1559.351,3.817106774,-0.11170334,2
NAP-ASS,NAP-ASS_38,8,Alvar,GL_alvar,1559.351,1,1,1,1,0,1,0,10,0,1,0,6,0,564,1034,1,10,1,8,1598,10,1559.351,3.817106774,-0.11170334,10
NAP-ASS,NAP-ASS_38,9,Alvar,GL_alvar,1559.351,1,1,1,1,1,1,7,7,0,1,0,7,0,488,0,1,1,0,0,488,13,1559.351,3.817106774,-0.11170334,1
NAP-ASS,NAP-ASS_6,1,Alvar,GL_alvar,1559.351,1,1,1,1,1,1,8,11,0,0,0,0,0,0,1125,1,12,1,9,1125,14,1559.351,3.817106774,-0.11170334,12
NAP-ASS,NAP-ASS_6,12,Alvar,GL_alvar,1559.351,1,1,1,1,1,1,3,15,0,1,0,6,0,448,0,1,1,0,0,448,14,1559.351,3.817106774,-0.11170334,1
NAP-ASS,NAP-ASS_6,2,Alvar,GL_alvar,1559.351,1,1,1,1,1,1,11,4,0,1,0,0,0,0,0,1,2,0,0,0,19,1559.351,3.817106774,-0.11170334,2
NAP-ASS,NAP-ASS_6,3,Alvar,GL_alvar,1559.351,1,1,1,1,0,1,0,1,0,1,0,0,0,0,0,1,1,0,0,0,17,1559.351,3.817106774,-0.11170334,1
NAP-ASS,NAP-ASS_6,5,Alvar,GL_alvar,1559.351,1,1,1,1,1,1,12,4,0,1,0,3,0,125,45,1,1,1,1,170,13,1559.351,3.817106774,-0.11170334,1
NAP-ASS,NAP-ASS_6,6,Alvar,GL_alvar,1559.351,1,1,1,1,1,1,21,10,0,1,0,7,0,700,1413,1,9,1,8,2113,12,1559.351,3.817106774,-0.11170334,9
NAP-ASS,NAP-ASS_6,8,Alvar,GL_alvar,1559.351,1,1,1,1,1,1,1,11,0,1,0,6,0,368,307,1,6,1,3,675,12,1559.351,3.817106774,-0.11170334,6
NAP-ASS,NAP-ASS_6,9,Alvar,GL_alvar,1559.351,1,1,1,1,1,1,20,13,0,1,0,11,0,392,394,1,6,1,4,786,12,1559.351,3.817106774,-0.11170334,6
NAP-ASS,NAP-ASS_9,11,Alvar,GL_alvar,1559.351,1,1,1,1,0,1,0,26,0,1,0,18,0,1493,878,1,5,1,5,2371,11,1559.351,3.817106774,-0.11170334,5
NAP-ASS,NAP-ASS_9,2,Alvar,GL_alvar,1559.351,1,1,1,1,0,1,0,15,0,1,0,11,0,784,715,1,6,1,5,1499,11,1559.351,3.817106774,-0.11170334,6
NAP-ASS,NAP-ASS_9,3,Alvar,GL_alvar,1559.351,1,1,1,1,0,1,0,13,0,1,0,7,0,637,582,1,8,1,7,1219,12,1559.351,3.817106774,-0.11170334,8
NAP-ASS,NAP-ASS_9,8,Alvar,GL_alvar,1559.351,1,1,1,1,1,1,10,22,0,1,0,10,0,793,1286,1,6,1,6,2079,12,1559.351,3.817106774,-0.11170334,6
NAP-CE,NAP-CE_14,1,Alvar,GL_alvar,1551.28,1,1,1,1,0,1,0,7,0,1,0,6,0,721,304,1,7,1,5,1025,9,1551.28,3.619135193,0.318110509,7
NAP-CE,NAP-CE_14,12,Alvar,GL_alvar,1551.28,1,1,1,1,0,1,0,14,0,1,0,3,0,215,880,1,8,1,7,1095,12,1551.28,3.619135193,0.318110509,8
NAP-CE,NAP-CE_14,4,Alvar,GL_alvar,1551.28,1,1,1,1,0,1,0,5,0,1,0,4,0,246,48,1,2,1,1,294,10,1551.28,3.619135193,0.318110509,2
NAP-CE,NAP-CE_14,9,Alvar,GL_alvar,1551.28,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,10,1551.28,3.619135193,0.318110509,1
NAP-CE,NAP-CE_19,1,Alvar,GL_alvar,1551.28,1,1,1,1,0,1,0,3,0,1,0,2,0,13,0,1,1,0,0,13,9,1551.28,3.619135193,0.318110509,1
NAP-CE,NAP-CE_19,10,Alvar,GL_alvar,1551.28,1,1,1,1,1,1,8,6,0,1,0,0,0,0,0,1,1,0,0,0,9,1551.28,3.619135193,0.318110509,1
NAP-CE,NAP-CE_19,12,Alvar,GL_alvar,1551.28,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1551.28,3.619135193,0.318110509,0
NAP-CE,NAP-CE_19,3,Alvar,GL_alvar,1551.28,1,1,1,1,0,1,0,4,0,1,0,3,0,539,550,1,6,1,5,1089,10,1551.28,3.619135193,0.318110509,6
NAP-CE,NAP-CE_19,4,Alvar,GL_alvar,1551.28,1,1,1,1,1,1,1,1,0,1,0,1,0,59,27,1,2,1,1,86,12,1551.28,3.619135193,0.318110509,2
NAP-CE,NAP-CE_19,6,Alvar,GL_alvar,1551.28,1,1,1,1,0,1,0,15,0,1,0,11,0,497,587,1,8,1,5,1084,10,1551.28,3.619135193,0.318110509,8
NAP-CE,NAP-CE_19,7,Alvar,GL_alvar,1551.28,1,1,1,1,0,1,0,10,0,1,0,5,0,265,739,1,7,1,7,1004,9,1551.28,3.619135193,0.318110509,7
NAP-CE,NAP-CE_2,10,Alvar,GL_alvar,1551.28,1,1,1,1,0,1,0,2,0,0,0,0,0,0,66,1,3,1,1,66,16,1551.28,3.619135193,0.318110509,3
NAP-CE,NAP-CE_2,12,Alvar,GL_alvar,1551.28,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,1551.28,3.619135193,0.318110509,0
NAP-CE,NAP-CE_2,2,Alvar,GL_alvar,1551.28,1,1,1,0,0,1,0,4,0,1,0,1,0,76,0,0,0,0,0,76,10,1551.28,3.619135193,0.318110509,0
NAP-CE,NAP-CE_2,5,Alvar,GL_alvar,1551.28,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,15,1551.28,3.619135193,0.318110509,0
NAP-CE,NAP-CE_2,8,Alvar,GL_alvar,1551.28,1,1,1,1,0,1,0,16,0,1,0,6,0,297,141,1,11,1,3,438,8,1551.28,3.619135193,0.318110509,11
NAP-CE,NAP-CE_2,9,Alvar,GL_alvar,1551.28,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,10,1551.28,3.619135193,0.318110509,1
NAP-CE,NAP-CE_23,10,Alvar,GL_alvar,1551.28,1,1,1,1,0,1,0,7,0,1,0,7,0,763,672,1,6,1,5,1435,15,1551.28,3.619135193,0.318110509,6
NAP-CE,NAP-CE_23,11,Alvar,GL_alvar,1551.28,1,1,1,1,0,1,0,6,0,1,0,5,0,304,132,1,3,1,2,436,12,1551.28,3.619135193,0.318110509,3
NAP-CE,NAP-CE_23,12,Alvar,GL_alvar,1551.28,1,1,1,0,0,1,0,3,0,1,0,1,0,82,0,0,0,0,0,82,13,1551.28,3.619135193,0.318110509,0
NAP-CE,NAP-CE_23,3,Alvar,GL_alvar,1551.28,1,1,1,1,0,1,0,8,0,1,0,2,0,93,133,1,3,1,3,226,12,1551.28,3.619135193,0.318110509,3
NAP-CE,NAP-CE_23,4,Alvar,GL_alvar,1551.28,1,1,1,1,0,1,0,5,0,1,0,3,0,102,108,1,4,1,3,210,21,1551.28,3.619135193,0.318110509,4
NAP-CE,NAP-CE_23,5,Alvar,GL_alvar,1551.28,1,1,1,1,0,1,0,5,0,1,0,3,0,165,0,1,1,0,0,165,12,1551.28,3.619135193,0.318110509,1
NAP-CE,NAP-CE_23,6,Alvar,GL_alvar,1551.28,1,1,1,1,0,1,0,19,0,1,0,5,0,435,224,1,2,1,1,659,16,1551.28,3.619135193,0.318110509,2
NAP-CE,NAP-CE_23,7,Alvar,GL_alvar,1551.28,1,1,1,1,0,1,0,8,0,1,0,4,0,413,810,1,9,1,8,1223,12,1551.28,3.619135193,0.318110509,9
NAP-CE,NAP-CE_23,9,Alvar,GL_alvar,1551.28,1,1,1,1,0,1,0,4,0,1,0,2,0,85,81,1,1,1,1,166,9,1551.28,3.619135193,0.318110509,1
NAP-CE,NAP-CE_24,10,Alvar,GL_alvar,1551.28,1,1,1,1,1,1,2,19,0,1,0,17,0,1269,600,1,8,1,6,1869,9,1551.28,3.619135193,0.318110509,8
NAP-CE,NAP-CE_24,11,Alvar,GL_alvar,1551.28,1,1,1,1,0,1,0,1,0,0,0,0,0,0,51,1,1,1,1,51,11,1551.28,3.619135193,0.318110509,1
NAP-CE,NAP-CE_24,12,Alvar,GL_alvar,1551.28,1,1,1,1,0,1,0,9,0,1,0,5,0,308,230,1,3,1,2,538,9,1551.28,3.619135193,0.318110509,3
NAP-CE,NAP-CE_24,2,Alvar,GL_alvar,1551.28,1,1,1,1,0,1,0,8,0,1,0,3,0,223,127,1,3,1,2,350,13,1551.28,3.619135193,0.318110509,3
NAP-CE,NAP-CE_24,5,Alvar,GL_alvar,1551.28,1,1,1,1,1,1,3,9,0,1,0,2,0,160,471,1,4,1,3,631,9,1551.28,3.619135193,0.318110509,4
NAP-CE,NAP-CE_24,8,Alvar,GL_alvar,1551.28,1,1,1,1,1,1,12,19,0,1,0,7,0,661,1076,1,15,1,9,1737,9,1551.28,3.619135193,0.318110509,15
NAP-CE,NAP-CE_24,9,Alvar,GL_alvar,1551.28,1,1,1,1,0,1,0,2,0,0,0,0,0,0,210,1,4,1,2,210,10,1551.28,3.619135193,0.318110509,4
NAP-CE,NAP-CE_29,1,Alvar,GL_alvar,1551.28,1,1,1,1,1,1,4,8,0,1,0,1,0,80,20,1,1,1,1,100,10,1551.28,3.619135193,0.318110509,1
NAP-CE,NAP-CE_29,11,Alvar,GL_alvar,1551.28,1,1,1,1,1,1,29,2,0,0,0,0,0,0,0,1,1,0,0,0,13,1551.28,3.619135193,0.318110509,1
NAP-CE,NAP-CE_29,12,Alvar,GL_alvar,1551.28,1,1,1,1,1,1,21,2,0,0,0,0,0,0,0,1,1,0,0,0,12,1551.28,3.619135193,0.318110509,1
NAP-CE,NAP-CE_29,2,Alvar,GL_alvar,1551.28,1,1,1,1,1,1,2,8,0,1,0,2,0,132,440,1,3,1,1,572,10,1551.28,3.619135193,0.318110509,3
NAP-CE,NAP-CE_29,3,Alvar,GL_alvar,1551.28,1,1,1,1,1,1,14,8,0,1,0,2,0,159,121,1,5,1,2,280,12,1551.28,3.619135193,0.318110509,5
NAP-CE,NAP-CE_29,5,Alvar,GL_alvar,1551.28,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,10,1551.28,3.619135193,0.318110509,1
NAP-CE,NAP-CE_29,6,Alvar,GL_alvar,1551.28,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,1551.28,3.619135193,0.318110509,0
NAP-CE,NAP-CE_29,8,Alvar,GL_alvar,1551.28,1,1,1,1,0,1,0,7,0,1,0,3,0,87,91,1,6,1,3,178,11,1551.28,3.619135193,0.318110509,6
NAP-CE,NAP-CE_29,9,Alvar,GL_alvar,1551.28,1,1,1,1,1,1,18,8,0,1,0,3,0,216,446,1,6,1,6,662,11,1551.28,3.619135193,0.318110509,6
NAP-CE,NAP-CE_33,1,Alvar,GL_alvar,1551.28,1,1,1,1,1,1,3,20,0,1,0,16,0,1220,1074,1,10,1,8,2294,9,1551.28,3.619135193,0.318110509,10
NAP-CE,NAP-CE_33,10,Alvar,GL_alvar,1551.28,1,1,1,1,0,1,0,5,0,1,0,3,0,130,0,1,1,0,0,130,10,1551.28,3.619135193,0.318110509,1
NAP-CE,NAP-CE_33,11,Alvar,GL_alvar,1551.28,1,1,1,1,1,1,7,8,0,1,0,1,0,29,0,1,5,1,0,29,9,1551.28,3.619135193,0.318110509,5
NAP-CE,NAP-CE_33,12,Alvar,GL_alvar,1551.28,1,1,1,1,1,1,4,14,0,1,0,10,0,404,0,1,1,0,0,404,9,1551.28,3.619135193,0.318110509,1
NAP-CE,NAP-CE_33,2,Alvar,GL_alvar,1551.28,1,1,1,1,1,1,10,12,0,1,0,10,0,780,353,1,7,1,4,1133,10,1551.28,3.619135193,0.318110509,7
NAP-CE,NAP-CE_33,3,Alvar,GL_alvar,1551.28,1,1,1,1,1,1,8,29,0,1,0,17,0,828,605,1,11,1,9,1433,12,1551.28,3.619135193,0.318110509,11
NAP-CE,NAP-CE_33,4,Alvar,GL_alvar,1551.28,1,1,1,1,1,1,4,9,0,1,0,7,0,442,224,1,3,1,2,666,12,1551.28,3.619135193,0.318110509,3
NAP-CE,NAP-CE_33,5,Alvar,GL_alvar,1551.28,1,1,1,1,0,1,0,2,0,0,0,0,0,0,0,1,1,0,0,0,8,1551.28,3.619135193,0.318110509,1
NAP-CE,NAP-CE_33,6,Alvar,GL_alvar,1551.28,1,1,1,1,0,1,0,9,0,1,0,5,0,414,601,1,8,1,5,1015,8,1551.28,3.619135193,0.318110509,8
NAP-CE,NAP-CE_33,7,Alvar,GL_alvar,1551.28,1,1,1,1,1,1,3,17,0,1,0,12,0,686,320,1,3,1,3,1006,17,1551.28,3.619135193,0.318110509,3
NAP-CE,NAP-CE_33,8,Alvar,GL_alvar,1551.28,1,1,1,1,1,1,2,15,0,1,0,9,0,553,228,1,6,1,4,781,10,1551.28,3.619135193,0.318110509,6
NAP-CE,NAP-CE_33,9,Alvar,GL_alvar,1551.28,1,1,1,1,0,1,0,6,0,1,0,4,0,374,0,1,1,0,0,374,11,1551.28,3.619135193,0.318110509,1
NAP-CE,NAP-CE_6,11,Alvar,GL_alvar,1551.28,1,1,1,1,0,1,0,8,0,1,0,3,0,369,63,1,1,1,1,432,10,1551.28,3.619135193,0.318110509,1
NAP-CE,NAP-CE_6,12,Alvar,GL_alvar,1551.28,1,1,1,1,0,1,0,7,0,1,0,4,0,224,35,1,1,1,1,259,14,1551.28,3.619135193,0.318110509,1
NAP-CE,NAP-CE_6,2,Alvar,GL_alvar,1551.28,1,1,1,1,1,1,1,10,0,1,0,7,0,578,19,1,2,1,1,597,11,1551.28,3.619135193,0.318110509,2
